"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Suspended Solids (mg/L)","Total Phosphorus (mg/L)","Total Nitrogen (mg/L)","Ammonia Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","Total Inorganic Nitrogen (mg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Turbidity (NTU)","pH","Temperature (°C)","Salinity (psu)"
"Eastern Buffer","EM3","2014-07-03","1","Bottom Water","1.9","14","0.02","0.22","<0.005","0.013","0.11","42","3","39","2.4","7.9","23.2","34"
"Eastern Buffer","EM3","2014-08-01","1","Surface Water","1.6","2.3","<0.02","0.24","0.03","0.006","0.13","79","5.3","53","0.6","7.9","26.4","31.8"
"Eastern Buffer","EM3","2014-08-01","1","Middle Water","0.5","2","0.02","0.23","0.012","0.014","0.14","56","4","14","1.3","7.7","23.4","33.6"
"Eastern Buffer","EM3","2014-08-01","1","Bottom Water","0.5","4.3","0.02","0.16","0.008","0.016","0.12","50","3.6","2","3.2","7.8","22.4","34.3"
"Eastern Buffer","EM3","2014-09-08","1","Surface Water","0.9","7.1","<0.02","0.14","0.008","0.004","0.01","90","5.7","2","0.8","7.8","29.5","32.1"
"Eastern Buffer","EM3","2014-09-08","1","Middle Water","0.9","9.1","<0.02","0.15","0.01","0.004","0.03","97","6.2","9","0.5","7.8","29.1","32.1"
"Eastern Buffer","EM3","2014-09-08","1","Bottom Water","0.5","4.7","0.04","0.3","0.034","0.012","0.12","66","4.4","38","3.7","7.6","26.7","32.7"
"Eastern Buffer","EM3","2014-10-03","1","Surface Water","0.5","2.7","0.03","0.44","0.081","0.026","0.22","74","4.7","90","1.7","7.4","29.2","32.7"
"Eastern Buffer","EM3","2014-10-03","1","Middle Water","0.3","1","<0.02","0.19","0.031","0.011","0.08","95","6","8","1.4","7.6","29.2","33.2"
"Eastern Buffer","EM3","2014-10-03","1","Bottom Water","0.3","1.2","0.03","0.24","0.013","0.018","0.11","51","3.3","<1","7.4","7.4","28","33.7"
"Eastern Buffer","EM3","2014-11-13","1","Surface Water","0.2","2.1","<0.02","0.22","0.014","0.01","0.07","86","5.9","9","3.6","8","24.5","32.9"
"Eastern Buffer","EM3","2014-11-13","1","Middle Water","0.4","2.8","<0.02","0.21","0.018","0.011","0.07","98","6.8","3","1.9","8","24.5","33"
"Eastern Buffer","EM3","2014-11-13","1","Bottom Water","0.3","1.3","<0.02","0.21","0.017","0.01","0.08","99","6.8","4","2.3","8","24.5","33"
"Eastern Buffer","EM3","2014-12-05","1","Surface Water","0.1","3.8","<0.02","0.29","0.015","0.008","0.06","95","6.8","<1","1.8","7.9","22","32.6"
"Eastern Buffer","EM3","2014-12-05","1","Middle Water","0.3","2.4","<0.02","0.3","0.015","0.008","0.07","99","7.1","<1","1.5","7.9","22","32.6"
"Eastern Buffer","EM3","2014-12-05","1","Bottom Water","1.2","4.1","<0.02","0.27","0.014","0.008","0.06","97","7.1","1","1.9","7.9","22","32.6"
"Eastern Buffer","EM3","2015-01-02","1","Surface Water","0.4","1.7","<0.02","0.4","0.018","0.005","0.08","101","8","<1","4.3","7.9","17.6","32"
"Eastern Buffer","EM3","2015-01-02","1","Middle Water","0.5","1.8","<0.02","0.46","0.014","0.007","0.11","103","8.1","2","4.8","7.9","17.6","32"
"Eastern Buffer","EM3","2015-01-02","1","Bottom Water","0.4","1.5","0.03","0.36","0.018","0.006","0.08","104","8.2","1","5.4","7.9","17.6","31.9"
"Eastern Buffer","EM3","2015-02-02","1","Surface Water","0.4","4","0.02","0.31","0.021","0.009","0.13","84","6.7","<1","0.8","7.9","16.7","31.8"
"Eastern Buffer","EM3","2015-02-02","1","Middle Water","0.3","1.1","0.02","0.29","0.02","0.009","0.13","99","8","<1","0.9","7.9","16.6","31.9"
"Eastern Buffer","EM3","2015-02-02","1","Bottom Water","0.2","1.4","<0.02","0.31","0.024","0.005","0.12","99","7.9","4","1.7","7.9","16.6","31.9"
"Eastern Buffer","EM3","2015-03-02","1","Surface Water","1","1.4","<0.02","0.33","0.023","0.007","0.07","97","7.6","6","3.1","7.8","18","32.7"
"Eastern Buffer","EM3","2015-03-02","1","Middle Water","0.6","0.8","<0.02","0.26","0.022","0.007","0.06","99","7.7","1","1","7.8","18.1","32.7"
"Eastern Buffer","EM3","2015-03-02","1","Bottom Water","0.6","1.1","<0.02","0.27","0.025","0.006","0.06","98","7.6","<1","0.8","7.8","18.1","32.8"
"Eastern Buffer","EM3","2015-04-09","1","Surface Water","0.7","0.7","<0.02","0.21","0.028","0.007","0.04","97","7","2","1.8","7.8","21.8","33.4"
"Eastern Buffer","EM3","2015-04-09","1","Middle Water","0.8","1","<0.02","0.18","0.027","0.006","0.04","101","7.3","1","1.4","7.8","21.8","33.5"
"Eastern Buffer","EM3","2015-04-09","1","Bottom Water","0.4","3.7","<0.02","0.19","0.041","0.008","0.06","91","6.6","<1","7.6","7.8","21.4","33.7"
"Eastern Buffer","EM3","2015-05-06","1","Surface Water","0.4","0.8","<0.02","0.26","0.038","0.005","0.16","103","7","<1","2.3","8.2","25.5","31.7"
"Eastern Buffer","EM3","2015-05-06","1","Middle Water","0.5","0.9","<0.02","0.23","0.056","0.005","0.12","89","6.2","36","2.4","8.1","24","33.4"
"Eastern Buffer","EM3","2015-05-06","1","Bottom Water","0.4","1","<0.02","0.14","0.046","0.005","0.06","79","5.5","1","2.5","8.1","23.2","34.2"
"Eastern Buffer","EM3","2015-06-17","1","Surface Water","1.5","16","0.02","0.29","0.033","0.004","0.15","86","5.9","8","2.7","8","25.1","32.5"
"Eastern Buffer","EM3","2015-06-17","1","Middle Water","0.6","3.9","0.02","0.22","0.024","0.007","0.12","45","3.2","17","5.1","7.9","22.9","34.3"
"Eastern Buffer","EM3","2015-06-17","1","Bottom Water","0.4","3.3","0.04","0.2","0.022","0.013","0.13","53","3.8","2","4.5","7.9","22.6","34.4"
"Eastern Buffer","EM3","2015-07-10","1","Surface Water","1.4","2.1","<0.02","0.24","0.017","0.006","0.02","103","6.9","1","2.5","8.4","26.7","32.9"
"Eastern Buffer","EM3","2015-07-10","1","Middle Water","1.4","1.5","<0.02","0.18","0.018","0.006","0.02","101","6.8","1","2.6","8.3","26.3","33.1"
"Eastern Buffer","EM3","2015-07-10","1","Bottom Water","0.7","4.4","<0.02","0.18","0.027","0.01","0.07","65","4.6","6","4.3","8.2","23.3","34.1"
"Eastern Buffer","EM3","2015-08-05","1","Surface Water","3.8","18","0.03","0.37","0.031","0.003","0.04","121","7.9","1","3","8.2","28.5","31.3"
"Eastern Buffer","EM3","2015-08-05","1","Middle Water","0.3","2.3","0.05","0.22","0.022","0.005","0.05","57","4","8","3.7","7.8","22.7","34.3"
"Eastern Buffer","EM3","2015-08-05","1","Bottom Water","0.2","3.7","0.04","0.26","0.018","0.006","0.04","54","3.9","1","4.7","7.7","22.3","34.4"
"Eastern Buffer","EM3","2015-09-21","1","Surface Water","0.7","19","0.09","1.08","0.21","0.031","0.34","68","4.5","70","1.8","8","28.2","32.1"
"Eastern Buffer","EM3","2015-09-21","1","Middle Water","0.3","11","0.07","0.85","0.078","0.013","0.13","83","5.4","29","1.8","8.1","27.9","33.4"
"Eastern Buffer","EM3","2015-09-21","1","Bottom Water","1.4","12","0.06","0.42","0.065","0.01","0.1","82","5.3","10","3.8","8.2","27.9","33.6"
"Eastern Buffer","EM3","2015-10-15","1","Surface Water","0.9","3.3","0.04","0.32","0.007","0.014","0.1","89","5.9","1","5.1","7.9","27.1","32.9"
"Eastern Buffer","EM3","2015-10-15","1","Middle Water","0.8","4.2","0.04","0.3","0.008","0.013","0.09","90","5.9","<1","5","8","27.1","32.9"
"Eastern Buffer","EM3","2015-10-15","1","Bottom Water","0.5","6.8","0.05","0.29","0.008","0.016","0.1","89","5.9","1","7.8","8","27","32.9"
"Eastern Buffer","EM3","2015-11-27","1","Surface Water","0.4","3.2","0.05","0.09","0.033","0.007","0.05","96","6.6","<1","5.9","7.8","24.4","33.2"
"Eastern Buffer","EM3","2015-11-27","1","Middle Water","0.3","2.3","0.06","0.19","0.03","0.008","0.05","97","6.7","1","5.1","7.8","24.4","33.2"
"Eastern Buffer","EM3","2015-11-27","1","Bottom Water","0.3","4.2","0.06","0.11","0.028","0.01","0.07","97","6.7","<1","5.2","7.9","24.4","33.2"
"Eastern Buffer","EM3","2015-12-12","1","Surface Water","0.5","4.3","0.1","0.48","0.018","0.012","0.09","88","6.3","1","2.7","8.2","21.9","33.2"
"Eastern Buffer","EM3","2015-12-12","1","Middle Water","0.3","4.4","0.03","0.42","0.018","0.013","0.09","91","6.6","<1","2.7","8.2","21.9","33.2"
"Eastern Buffer","EM3","2015-12-12","1","Bottom Water","0.5","4.6","0.06","0.56","0.019","0.012","0.09","91","6.5","<1","3.3","8.2","21.9","33.2"
"Eastern Buffer","EM3","2016-01-04","1","Surface Water","0.8","0.7","0.1","0.91","0.025","0.014","0.2","96","7.3","1","2.4","7.6","19.4","31.6"
"Eastern Buffer","EM3","2016-01-04","1","Middle Water","0.7","0.5","0.07","0.51","0.027","0.013","0.19","97","7.4","1","2.4","7.6","19.3","31.7"
"Eastern Buffer","EM3","2016-01-04","1","Bottom Water","0.7","<0.5","0.02","0.58","0.029","0.014","0.19","97","7.4","1","2.3","7.7","19.4","31.8"
"Eastern Buffer","EM3","2016-02-20","1","Surface Water","0.1","0.9","0.04","0.96","0.032","0.003","0.18","101","8.4","2","0.3","8","15.2","30.7"
"Eastern Buffer","EM3","2016-02-20","1","Middle Water","1","<0.5","0.03","0.71","0.025","0.004","0.17","101","8.4","4","0.3","8","15.3","30.8"
"Eastern Buffer","EM3","2016-02-20","1","Bottom Water","0.8","1","0.02","0.53","0.039","0.003","0.17","97","8","1","0.8","8","15.6","31.2"
"Eastern Buffer","EM3","2016-03-04","1","Surface Water","5.5","5.4","0.1","0.42","0.086","0.004","0.11","126","10.1","4","2.7","7.8","16.9","31.2"
"Eastern Buffer","EM3","2016-03-04","1","Middle Water","2.7","14","0.03","0.55","0.061","0.004","0.07","113","9.1","<1","2.3","7.8","16.7","31.3"
"Eastern Buffer","EM3","2016-03-04","1","Bottom Water","0.5","9.4","0.08","0.36","0.044","0.007","0.11","103","8.3","<1","2.6","7.7","16.4","31.8"
"Eastern Buffer","EM3","2016-04-11","1","Surface Water","1","7.5","<0.02","0.24","0.052","0.005","0.07","112","8.5","2","0.3","8.1","19.8","32.5"
"Eastern Buffer","EM3","2016-04-11","1","Middle Water","0.7","8.2","0.04","0.65","0.048","0.006","0.08","105","7.9","4","0.5","8","19.6","32.7"
"Eastern Buffer","EM3","2016-04-11","1","Bottom Water","0.6","8.4","0.02","0.55","0.056","0.007","0.09","89","6.7","9","1.2","7.9","19.2","33.8"
"Eastern Buffer","EM3","2016-05-04","1","Surface Water","1.5","1.2","<0.02","0.34","0.067","0.003","0.08","69","4.9","1","0.4","7.7","23.1","32"
"Eastern Buffer","EM3","2016-05-04","1","Middle Water","1","1","0.03","0.42","0.061","<0.002","0.08","83","5.9","8","0.4","7.7","22.8","32.1"
"Eastern Buffer","EM3","2016-05-04","1","Bottom Water","0.6","2.3","0.02","0.32","0.044","<0.002","0.05","83","6","<1","1.4","7.6","22.1","33.1"
"Eastern Buffer","EM3","2016-06-01","1","Surface Water","1.4","2.6","0.06","0.55","0.053","0.002","0.19","79","5.3","20","0.8","7.8","27.5","30.3"
"Eastern Buffer","EM3","2016-06-01","1","Middle Water","0.5","9.8","0.02","0.49","0.036","<0.002","0.04","83","5.5","7","1.2","7.7","26.2","33.7"
"Eastern Buffer","EM3","2016-06-01","1","Bottom Water","0.7","2.1","0.27","1.11","0.038","<0.002","0.05","72","4.8","3","1.6","7.4","26.1","34"
"Eastern Buffer","EM3","2016-07-04","1","Surface Water","2.8","4","0.1","0.28","0.01","<0.002","0.2","95","6.5","36","1.9","7.9","27","28.7"
"Eastern Buffer","EM3","2016-07-04","1","Middle Water","0.9","2.8","0.03","0.3","0.01","0.016","0.15","81","5.6","11","2.3","7.7","25.8","29.9"
"Eastern Buffer","EM3","2016-07-04","1","Bottom Water","0.7","4","0.04","0.28","0.008","0.015","0.13","76","5.3","<1","2.6","7.7","25.6","30"
"Eastern Buffer","EM3","2016-08-11","1","Surface Water","0.6","7.7","0.04","1.09","0.13","0.028","0.33","71","4.9","750","4.3","7.8","25.1","31.6"
"Eastern Buffer","EM3","2016-08-11","1","Middle Water","0.2","9.2","0.02","1.02","0.013","0.011","0.1","56","3.9","4","2.8","7.9","23.8","33.9"
"Eastern Buffer","EM3","2016-08-11","1","Bottom Water","0.1","8.6","0.03","1.19","0.018","0.014","0.1","53","3.7","1","3.9","7.9","23.4","34.1"
"Eastern Buffer","EM3","2016-09-15","1","Surface Water","1.2","21","<0.02","0.25","0.022","<0.002","0.03","97","6.3","1","4.5","8.3","28.4","31.9"
"Eastern Buffer","EM3","2016-09-15","1","Middle Water","1.1","12","<0.02","0.39","0.015","0.002","0.02","110","7.1","1","2.4","8.3","28.5","31.9"
"Eastern Buffer","EM3","2016-09-15","1","Bottom Water","0.7","7.2","0.04","0.63","0.023","0.005","0.06","66","4.4","3","3","8.2","26.2","33"
"Eastern Buffer","EM3","2016-10-12","1","Surface Water","0.2","2","<0.02","0.27","0.012","0.004","0.03","85","5.6","<1","5","8","27.5","32.6"
"Eastern Buffer","EM3","2016-10-12","1","Middle Water","0.3","2.1","<0.02","0.61","0.012","0.005","0.04","92","6","<1","3.2","8","27.5","32.6"
"Eastern Buffer","EM3","2016-10-12","1","Bottom Water","0.2","4.9","<0.02","0.19","0.012","0.004","0.04","91","6","1","3.6","8","27.5","32.6"
"Eastern Buffer","EM3","2016-11-11","1","Surface Water","<0.1","14","0.03","0.37","0.018","0.013","0.12","81","5.6","580","4.9","7.7","24.6","31.5"
"Eastern Buffer","EM3","2016-11-11","1","Middle Water","<0.1","11","0.03","0.46","0.008","0.006","0.09","88","6.1","91","3.2","7.7","25.2","31.5"
"Eastern Buffer","EM3","2016-11-11","1","Bottom Water","<0.1","8.2","0.02","0.26","0.008","0.006","0.08","91","6.2","49","3.6","7.7","25.2","31.5"
"Eastern Buffer","EM3","2016-12-10","1","Surface Water","0.8","2.2","0.02","0.68","0.024","0.016","0.18","96","7","4","0.9","8.2","22.2","31"
"Eastern Buffer","EM3","2016-12-10","1","Middle Water","0.8","3.8","0.03","0.66","0.021","0.017","0.18","96","7","11","0.9","8.2","22.2","31"
"Eastern Buffer","EM3","2016-12-10","1","Bottom Water","0.6","2.7","0.02","0.51","0.027","0.018","0.18","96","7","19","1.4","8.2","22.2","31"
"Eastern Buffer","EM3","2017-01-09","1","Surface Water","1","1.1","0.03","0.36","0.05","0.01","0.15","94","7.1","11","0.5","8.2","20.3","30.6"
"Eastern Buffer","EM3","2017-01-09","1","Middle Water","1.3","1","0.05","0.26","0.042","0.007","0.11","102","7.7","5","0.4","8.2","20.2","30.7"
"Eastern Buffer","EM3","2017-01-09","1","Bottom Water","0.7","2.1","<0.02","0.34","0.032","0.009","0.14","93","7","<1","1.1","8.1","19.8","31.4"
"Eastern Buffer","EM3","2017-02-10","1","Surface Water","0.2","7.8","0.03","0.42","0.012","0.019","0.22","90","7.2","<1","1.4","8","16.9","31"
"Eastern Buffer","EM3","2017-02-10","1","Middle Water","0.2","9","0.09","0.6","0.015","0.019","0.22","95","7.6","1","1.5","8","17","31"
"Eastern Buffer","EM3","2017-02-10","1","Bottom Water","0.3","7.9","0.04","0.5","<0.005","0.02","0.22","97","7.7","2","2.5","8","17","31"
"Eastern Buffer","EM3","2017-03-08","1","Surface Water","<0.1","1","<0.02","0.59","0.037","0.011","0.09","94","7.3","1","9.1","7.8","18","32.3"
"Eastern Buffer","EM3","2017-03-08","1","Middle Water","<0.1","1","<0.02","0.45","0.036","0.011","0.09","100","7.8","1","2.5","7.8","18","32.4"
"Eastern Buffer","EM3","2017-03-08","1","Bottom Water","<0.1","1","<0.02","0.32","0.033","0.012","0.09","98","7.6","1","2.5","7.8","18.2","32.6"
"Eastern Buffer","EM3","2017-04-01","1","Surface Water","0.5","0.8","0.04","0.4","0.035","0.008","0.07","89","6.8","<1","0.7","8.1","19.1","32.6"
"Eastern Buffer","EM3","2017-04-01","1","Middle Water","0.5","0.9","<0.02","0.38","0.036","0.008","0.06","99","7.5","1","0.5","8.1","19","32.6"
"Eastern Buffer","EM3","2017-04-01","1","Bottom Water","0.5","<0.5","<0.02","0.37","0.052","0.007","0.08","99","7.6","<1","0.5","8.1","19","32.8"
"Eastern Buffer","EM3","2017-05-17","1","Surface Water","0.6","2.6","0.06","0.37","0.035","<0.002","0.12","104","7.1","<1","1.1","8.3","25.9","31.9"
"Eastern Buffer","EM3","2017-05-17","1","Middle Water","0.5","0.8","0.02","0.38","0.056","<0.002","0.14","97","6.6","20","0.6","8.2","25.3","32.3"
"Eastern Buffer","EM3","2017-05-17","1","Bottom Water","0.2","1.6","0.03","0.7","0.041","0.005","0.08","80","5.6","15","0.6","8.2","24.1","33.8"
"Eastern Buffer","EM3","2017-06-08","1","Surface Water","3.4","9.9","<0.02","0.26","0.022","0.003","0.08","169","11.1","1","0.8","8.3","28.5","30.9"
"Eastern Buffer","EM3","2017-06-08","1","Middle Water","1.9","11","0.03","0.15","0.026","0.002","0.05","95","6.4","15","0.5","8","26.4","33"
"Eastern Buffer","EM3","2017-06-08","1","Bottom Water","0.7","7","0.09","0.33","0.027","0.004","0.05","71","4.8","<1","1.3","7.9","25.3","33.7"
"Eastern Buffer","EM3","2017-07-05","1","Surface Water","1.9","9.4","0.08","0.82","0.12","0.003","0.52","81","5.6","590","8.2","7.9","26.4","27"
"Eastern Buffer","EM3","2017-07-05","1","Middle Water","0.9","10","0.04","0.73","0.059","0.003","0.09","62","4.3","19","0.5","7.8","23.8","33.4"
"Eastern Buffer","EM3","2017-07-05","1","Bottom Water","0.7","7.6","0.04","0.83","0.058","0.004","0.07","48","3.3","18","1","7.8","23","34.4"
"Eastern Buffer","EM3","2017-08-03","1","Surface Water","1.4","8.8","0.03","0.69","0.092","0.019","0.33","80","5.3","470","1.2","8","27.5","29"
"Eastern Buffer","EM3","2017-08-03","1","Middle Water","0.4","6.3","0.16","0.5","0.019","0.02","0.13","41","2.8","11","0.9","7.9","24.7","33.5"
"Eastern Buffer","EM3","2017-08-03","1","Bottom Water","0.3","9.4","0.06","0.59","0.016","0.015","0.08","60","4.1","1","2.4","7.9","23.6","34.4"
"Eastern Buffer","EM3","2017-09-11","1","Surface Water","0.8","2.1","0.02","1.63","0.045","0.013","0.17","69","4.5","17","1","8","27.9","31.9"
"Eastern Buffer","EM3","2017-09-11","1","Middle Water","0.2","2.3","0.03","1.2","0.015","0.013","0.11","66","4.4","39","1.4","7.9","26.3","33.3"
"Eastern Buffer","EM3","2017-09-11","1","Bottom Water","0.2","3","0.04","1.07","0.008","0.012","0.08","65","4.4","3","2.4","7.9","26","33.7"
"Eastern Buffer","EM3","2017-10-12","1","Surface Water","1.9","3.7","0.02","0.24","0.036","0.013","0.12","88","5.6","20","2.3","7.8","29.6","32.1"
"Eastern Buffer","EM3","2017-10-12","1","Middle Water","1.6","3.8","<0.02","0.32","0.022","0.004","0.05","90","5.8","7","2","7.8","29.4","32.4"
"Eastern Buffer","EM3","2017-10-12","1","Bottom Water","0.9","9.3","<0.02","0.26","<0.005","0.008","0.05","87","5.6","9","5.9","7.8","29.1","32.7"
"Eastern Buffer","EM3","2017-11-03","1","Surface Water","0.5","4.3","<0.02","0.9","0.016","0.004","0.02","97","6.6","2","2","8","25.5","32.9"
"Eastern Buffer","EM3","2017-11-03","1","Middle Water","0.4","3.6","<0.02","1.5","0.012","0.004","0.02","102","6.9","1","2","8","25.4","33"
"Eastern Buffer","EM3","2017-11-03","1","Bottom Water","0.4","3.4","<0.02","1.3","0.017","<0.002","0.02","99","6.7","3","1.9","8","25.4","33"
"Eastern Buffer","EM3","2017-12-14","1","Surface Water","0.5","15","0.05","0.38","<0.005","0.014","0.1","84","6.3","2","10","8","20.5","33"
"Eastern Buffer","EM3","2017-12-14","1","Middle Water","0.5","17","0.02","0.18","<0.005","0.016","0.11","95","7.1","14","10.2","8","20.3","33"
"Eastern Buffer","EM3","2017-12-14","1","Bottom Water","0.5","28","0.03","0.18","<0.005","0.017","0.11","96","7.1","3","16.5","8","20.3","33"
"Eastern Buffer","EM3","2018-01-12","1","Surface Water","<0.1","9.6","0.02","0.27","0.008","0.006","0.11","84","6.8","<1","9.8","8.1","16.2","32.3"
"Eastern Buffer","EM3","2018-01-12","1","Middle Water","<0.1","9","0.02","0.21","0.007","0.017","0.16","96","7.6","1","9.7","8.1","16.9","32.4"
"Eastern Buffer","EM3","2018-01-12","1","Bottom Water","<0.1","13","0.02","0.22","<0.005","0.018","0.17","95","7.6","3","10.8","8.1","16.8","32.4"
"Eastern Buffer","EM3","2018-02-07","1","Surface Water","0.4","2.6","<0.02","0.27","0.027","0.01","0.08","96","7.9","5","3.2","7.7","15","32.7"
"Eastern Buffer","EM3","2018-02-07","1","Middle Water","0.3","3","0.02","0.37","0.035","0.005","0.09","96","7.9","8","1.2","7.7","15","32.8"
"Eastern Buffer","EM3","2018-02-07","1","Bottom Water","0.2","5.4","<0.02","0.35","0.023","0.005","0.07","95","7.9","<1","3.3","7.7","15","32.8"
"Eastern Buffer","EM3","2018-03-14","1","Surface Water","1","7","0.02","0.48","0.038","0.01","0.11","103","8.1","220","6.6","8.3","17.8","32.3"
"Eastern Buffer","EM3","2018-03-14","1","Middle Water","0.7","5.7","<0.02","0.32","0.02","0.009","0.05","108","8.5","22","4.5","8.3","17.9","32.4"
"Eastern Buffer","EM3","2018-03-14","1","Bottom Water","0.3","4.2","<0.02","0.52","0.026","0.009","0.07","101","7.8","1","4.8","8.3","18.2","32.8"
"Eastern Buffer","EM3","2018-04-16","1","Surface Water","0.5","2.4","<0.02","1.1","0.02","<0.002","0.02","94","6.6","<1","1.1","8.1","22.8","33.9"
"Eastern Buffer","EM3","2018-04-16","1","Middle Water","0.4","2.1","<0.02","0.83","0.018","<0.002","0.02","97","6.9","<1","1.2","8.1","22.8","33.9"
"Eastern Buffer","EM3","2018-04-16","1","Bottom Water","0.5","1.3","<0.02","0.59","0.031","<0.002","0.04","98","7","<1","1.1","8.1","22.8","33.9"
"Eastern Buffer","EM3","2018-05-07","1","Surface Water","1.3","2.4","<0.02","0.17","<0.005","0.003","<0.01","100","6.8","<1","1.2","8.3","25","33.8"
"Eastern Buffer","EM3","2018-05-07","1","Middle Water","0.6","1.8","<0.02","0.21","0.009","0.003","0.01","98","6.8","<1","1.1","8.2","24.3","34"
"Eastern Buffer","EM3","2018-05-07","1","Bottom Water","0.4","2.2","<0.02","0.13","0.012","0.005","0.02","95","6.6","<1","1.6","8.2","24.2","34"
"Eastern Buffer","EM3","2018-06-07","1","Surface Water","0.5","6.4","<0.02","0.42","0.057","0.005","0.1","69","4.5","5","0.7","8.1","27.8","31.8"
"Eastern Buffer","EM3","2018-06-07","1","Middle Water","0.4","7.1","<0.02","0.3","0.052","0.005","0.1","91","6","5","0.7","8.1","27.9","31.8"
"Eastern Buffer","EM3","2018-06-07","1","Bottom Water","0.2","11","0.03","0.35","0.068","0.009","0.11","79","5.2","16","3.7","8","27.3","32.4"
"Eastern Buffer","EM3","2018-07-12","1","Surface Water","1.9","3.4","<0.02","0.25","0.032","0.006","0.08","106","7","<1","1.3","8.2","27.6","30.9"
