"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Suspended Solids (mg/L)","Total Phosphorus (mg/L)","Total Nitrogen (mg/L)","Ammonia Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","Total Inorganic Nitrogen (mg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Turbidity (NTU)","pH","Temperature (°C)","Salinity (psu)"
"Junk Bay","JM4","2015-05-06","1","Bottom Water","0.6","1.3","0.03","0.28","0.078","0.008","0.13","76","5.3","120","2.8","8.1","23.7","33.4"
"Junk Bay","JM4","2015-06-17","1","Surface Water","1.4","14","0.03","0.52","0.055","0.012","0.24","64","4.5","100","3.4","7.9","24","33"
"Junk Bay","JM4","2015-06-17","1","Middle Water","1","4.5","0.03","0.29","0.048","0.009","0.18","55","3.8","64","3.5","7.8","23.3","33.7"
"Junk Bay","JM4","2015-06-17","1","Bottom Water","0.7","14","0.03","0.26","0.047","0.012","0.15","53","3.7","120","3.6","7.8","23","34"
"Junk Bay","JM4","2015-07-10","1","Surface Water","0.8","11","0.02","0.28","0.046","0.008","0.07","96","6.5","17","2.8","8.2","25.7","32.9"
"Junk Bay","JM4","2015-07-10","1","Middle Water","0.9","0.5","0.02","0.21","0.042","0.008","0.06","97","6.6","41","2.7","8.3","25.5","33"
"Junk Bay","JM4","2015-07-10","1","Bottom Water","0.7","4.4","0.03","0.26","0.058","0.005","0.06","74","5.1","41","4.9","8.2","24.7","33.3"
"Junk Bay","JM4","2015-08-05","1","Surface Water","2.6","3.3","0.04","0.58","0.087","0.009","0.15","105","7.1","88","3.4","7.9","25.7","31.8"
"Junk Bay","JM4","2015-08-05","1","Middle Water","1.9","3.2","0.04","0.52","0.077","0.013","0.17","68","4.8","120","3.9","7.8","23.6","33.3"
"Junk Bay","JM4","2015-08-05","1","Bottom Water","0.6","7","0.05","0.48","0.028","0.019","0.13","52","3.7","17","7.2","7.7","22.4","34.3"
"Junk Bay","JM4","2015-09-21","1","Surface Water","0.4","16","0.1","1.74","0.2","0.033","0.34","69","4.5","80","2.1","8","28.1","32.1"
"Junk Bay","JM4","2015-09-21","1","Middle Water","0.4","14","0.07","0.79","0.17","0.028","0.28","71","4.7","360","2.5","8.1","28","32.7"
"Junk Bay","JM4","2015-09-21","1","Bottom Water","0.3","25","0.09","0.85","0.11","0.019","0.17","79","5.2","110","7.3","8.1","27.9","33.3"
"Junk Bay","JM4","2015-10-15","1","Surface Water","0.2","2.3","0.05","0.46","0.013","0.025","0.18","79","5.2","7","4.2","7.9","27.3","32.6"
"Junk Bay","JM4","2015-10-15","1","Middle Water","0.2","4.4","0.06","0.4","0.006","0.022","0.15","82","5.4","44","4.7","7.9","27.1","32.8"
"Junk Bay","JM4","2015-10-15","1","Bottom Water","<0.1","7.1","0.07","0.45","0.006","0.018","0.12","87","5.7","16","6.8","7.9","27.1","32.9"
"Junk Bay","JM4","2015-11-27","1","Surface Water","0.4","1.5","0.12","0.27","0.034","0.015","0.12","88","6.1","27","4","7.8","24.3","33"
"Junk Bay","JM4","2015-11-27","1","Middle Water","0.3","2.4","0.05","0.19","0.03","0.014","0.11","92","6.4","42","3.9","7.8","24.3","33.1"
"Junk Bay","JM4","2015-11-27","1","Bottom Water","0.2","5.3","0.06","0.11","0.029","0.011","0.08","96","6.7","9","4.2","7.8","24.3","33.2"
"Junk Bay","JM4","2015-12-12","1","Surface Water","0.4","2.6","0.03","0.35","0.048","0.017","0.14","86","6.2","44","1.9","8.1","22.1","33.2"
"Junk Bay","JM4","2015-12-12","1","Middle Water","1","3.7","0.03","0.56","0.032","0.014","0.12","87","6.3","17","2.1","8.1","22","33.2"
"Junk Bay","JM4","2015-12-12","1","Bottom Water","0.6","4.6","0.03","0.44","0.024","0.015","0.11","89","6.4","9","2.8","8.2","22","33.2"
"Junk Bay","JM4","2016-01-04","1","Surface Water","0.5","<0.5","0.03","0.68","0.032","0.015","0.19","86","6.6","23","2.3","7.6","19.4","31.8"
"Junk Bay","JM4","2016-01-04","1","Middle Water","0.4","0.6","0.06","1.17","0.044","0.019","0.21","94","7.2","45","2.2","7.6","19.5","31.9"
"Junk Bay","JM4","2016-01-04","1","Bottom Water","0.2","1.4","0.05","0.79","0.046","0.02","0.22","93","7","61","2.4","7.6","19.5","32"
"Junk Bay","JM4","2016-02-20","1","Surface Water","1.8","0.9","0.04","1.12","0.057","0.016","0.25","99","8.2","90","0.4","8","15.3","30.9"
"Junk Bay","JM4","2016-02-20","1","Middle Water","1","1","0.04","1.09","0.054","0.016","0.23","97","8","210","0.5","8","15.4","31"
"Junk Bay","JM4","2016-02-20","1","Bottom Water","1.3","1.2","0.04","1.38","0.057","0.016","0.23","96","8","120","0.6","8","15.4","31"
"Junk Bay","JM4","2016-03-04","1","Surface Water","1.1","0.9","0.02","0.42","0.057","0.006","0.11","121","9.7","3","2.7","7.7","17","31.1"
"Junk Bay","JM4","2016-03-04","1","Middle Water","1.8","1.5","0.03","0.49","0.069","0.006","0.12","111","9","31","2.5","7.7","16.6","31.2"
"Junk Bay","JM4","2016-03-04","1","Bottom Water","1.3","1.2","0.03","0.71","0.072","0.006","0.12","110","8.9","3","2.5","7.7","16.5","31.4"
"Junk Bay","JM4","2016-04-11","1","Surface Water","1.9","2.7","0.07","0.7","0.16","0.015","0.26","91","6.9","350","1","7.9","19.5","32"
"Junk Bay","JM4","2016-04-11","1","Middle Water","1.1","4","0.04","0.58","0.11","0.005","0.19","94","7.1","180","0.8","7.9","19.4","32.3"
"Junk Bay","JM4","2016-04-11","1","Bottom Water","0.7","2.1","0.04","0.57","0.093","0.008","0.17","92","7","89","1.6","7.9","19.2","33.1"
"Junk Bay","JM4","2016-05-04","1","Surface Water","0.7","2.4","0.02","0.28","0.093","0.011","0.15","70","5","280","1.6","8","22.6","32"
"Junk Bay","JM4","2016-05-04","1","Middle Water","0.7","3.4","0.02","0.27","0.072","0.003","0.1","74","5.3","120","1.8","8","22.4","32.2"
"Junk Bay","JM4","2016-05-04","1","Bottom Water","0.8","3.1","<0.02","0.25","0.033","0.002","0.06","74","5.3","81","1.8","8","22.4","32.2"
"Junk Bay","JM4","2016-06-01","1","Surface Water","1.4","1.1","0.03","0.38","0.069","0.01","0.24","85","5.7","310","1","7.8","27.1","30.5"
"Junk Bay","JM4","2016-06-01","1","Middle Water","0.8","<0.5","0.02","0.36","0.049","0.004","0.09","81","5.4","21","1.4","7.7","26.6","32.4"
"Junk Bay","JM4","2016-06-01","1","Bottom Water","0.7","0.9","<0.02","0.32","0.04","<0.002","0.06","73","4.9","6","1.7","7.6","26.7","32.9"
"Junk Bay","JM4","2016-07-04","1","Surface Water","1","4.8","0.1","0.71","0.033","0.009","0.33","84","5.9","100","2.9","7.9","25.8","28.1"
"Junk Bay","JM4","2016-07-04","1","Middle Water","1.1","3.2","0.05","0.37","0.022","0.013","0.19","59","4.1","49","2.1","7.8","25.4","29.3"
"Junk Bay","JM4","2016-07-04","1","Bottom Water","0.7","3.8","0.03","0.27","0.008","0.018","0.15","54","3.8","12","2.7","7.7","23.9","31.7"
"Junk Bay","JM4","2016-08-11","1","Surface Water","0.8","9.3","0.06","0.56","0.12","0.026","0.31","73","5","80","3","7.9","24.9","32"
"Junk Bay","JM4","2016-08-11","1","Middle Water","0.3","10","0.04","0.45","0.021","0.016","0.14","50","3.5","43","3.9","7.9","23.8","33.9"
"Junk Bay","JM4","2016-08-11","1","Bottom Water","0.2","11","0.05","0.43","0.017","0.013","0.11","51","3.6","1","5.3","7.9","23.6","34.1"
"Junk Bay","JM4","2016-09-15","1","Surface Water","1.4","17","0.04","0.8","0.062","0.014","0.18","82","5.4","150","4.3","8.1","27.5","31.6"
"Junk Bay","JM4","2016-09-15","1","Middle Water","1.3","21","<0.02","0.23","0.044","0.01","0.12","88","5.8","160","3.7","8.2","27.7","31.8"
"Junk Bay","JM4","2016-09-15","1","Bottom Water","1.1","3","0.03","0.35","0.049","0.013","0.15","78","5.2","120","4.2","8.1","27.3","32"
"Junk Bay","JM4","2016-10-12","1","Surface Water","0.5","2.1","<0.02","0.22","0.025","0.008","0.07","91","6","210","6.4","8","27.7","32.4"
"Junk Bay","JM4","2016-10-12","1","Middle Water","0.5","2.4","<0.02","0.18","0.029","0.007","0.06","72","4.8","100","3.4","8","27.7","32.4"
"Junk Bay","JM4","2016-10-12","1","Bottom Water","0.3","4.6","<0.02","0.17","0.024","0.006","0.05","91","6","11","4.2","8","27.6","32.5"
"Junk Bay","JM4","2016-11-11","1","Surface Water","0.2","4.1","0.05","0.56","0.014","0.012","0.15","78","5.4","300","8.8","7.7","25.3","31.4"
"Junk Bay","JM4","2016-11-11","1","Middle Water","0.2","12","0.02","0.51","0.01","0.011","0.13","84","5.8","160","3.6","7.7","25.3","31.4"
"Junk Bay","JM4","2016-11-11","1","Bottom Water","0.3","12","0.03","0.45","0.006","0.012","0.14","86","5.9","170","3.5","7.7","25.3","31.4"
"Junk Bay","JM4","2016-12-10","1","Surface Water","0.7","1.8","0.03","0.82","0.041","0.02","0.23","93","6.8","46","1.1","8.2","22.4","30.9"
"Junk Bay","JM4","2016-12-10","1","Middle Water","0.7","1.8","0.03","0.75","0.037","0.019","0.22","94","6.8","35","0.9","8.2","22.3","31"
"Junk Bay","JM4","2016-12-10","1","Bottom Water","0.9","2.2","0.03","0.64","0.053","0.017","0.23","95","6.9","14","0.9","8.2","22.3","31"
"Junk Bay","JM4","2017-01-09","1","Surface Water","0.5","1.6","0.04","0.54","0.077","0.016","0.21","91","6.8","30","0.7","8.1","20.4","30.6"
"Junk Bay","JM4","2017-01-09","1","Middle Water","0.6","1.8","0.03","0.47","0.095","0.017","0.22","98","7.4","54","0.6","8.1","20.3","30.6"
"Junk Bay","JM4","2017-01-09","1","Bottom Water","0.5","1.2","0.02","0.38","0.046","0.011","0.15","100","7.6","26","0.6","8.1","20.2","30.8"
"Junk Bay","JM4","2017-02-10","1","Surface Water","0.5","8.2","0.04","0.66","0.025","0.021","0.23","86","7","63","6.1","8","16.8","31.1"
"Junk Bay","JM4","2017-02-10","1","Middle Water","0.6","10","0.04","1.11","0.025","0.021","0.23","94","7.5","87","1.1","8","17.2","31"
"Junk Bay","JM4","2017-02-10","1","Bottom Water","0.6","11","0.04","1.2","0.044","0.019","0.25","95","7.6","60","1.7","8","17.1","31"
"Junk Bay","JM4","2017-03-08","1","Surface Water","0.4","1.7","0.02","0.43","0.047","0.013","0.09","92","7.2","8","2.3","7.8","18","32.3"
"Junk Bay","JM4","2017-03-08","1","Middle Water","0.5","0.8","<0.02","0.56","0.04","0.012","0.09","102","8","4","2.2","7.8","18.1","32.3"
"Junk Bay","JM4","2017-03-08","1","Bottom Water","0.3","0.8","0.03","0.59","0.038","0.011","0.08","103","8","1","2.2","7.8","18.1","32.3"
"Junk Bay","JM4","2017-04-01","1","Surface Water","0.8","0.5","0.06","0.32","0.05","0.012","0.11","87","6.6","2","2.6","8","19.1","32.5"
"Junk Bay","JM4","2017-04-01","1","Middle Water","0.6","0.7","0.1","0.35","0.058","0.013","0.11","94","7.2","6","0.7","8","19","32.5"
"Junk Bay","JM4","2017-04-01","1","Bottom Water","0.8","1.2","0.04","0.34","0.05","0.015","0.1","93","7.1","9","0.9","8","19","32.6"
"Junk Bay","JM4","2017-05-17","1","Surface Water","0.7","1.8","<0.02","0.53","0.041","<0.002","0.12","93","6.3","3","2.6","8.3","26.1","32"
"Junk Bay","JM4","2017-05-17","1","Middle Water","0.7","0.8","0.06","0.6","0.066","<0.002","0.16","92","6.3","42","0.4","8.2","25.4","32.2"
"Junk Bay","JM4","2017-05-17","1","Bottom Water","0.3","1.4","0.02","0.5","0.088","0.015","0.2","77","5.3","50","2.1","8.1","24.7","32.7"
"Junk Bay","JM4","2017-06-08","1","Surface Water","3.5","3.5","0.03","0.47","0.021","0.003","0.15","147","9.7","150","11.9","8.2","27.9","30.3"
"Junk Bay","JM4","2017-06-08","1","Middle Water","1","4.5","0.03","0.28","0.034","0.005","0.08","79","5.3","27","1.3","7.9","25.9","33.1"
"Junk Bay","JM4","2017-06-08","1","Bottom Water","0.8","4.3","0.05","0.21","0.039","0.008","0.09","74","5","11","1.5","7.9","25.7","33.4"
"Junk Bay","JM4","2017-07-05","1","Surface Water","2.2","4.1","0.05","1.21","0.11","0.017","0.54","90","6.2","2300","4","7.9","26.5","26.8"
"Junk Bay","JM4","2017-07-05","1","Middle Water","0.6","4.1","0.03","0.85","0.081","0.02","0.16","44","3.1","67","1.4","7.7","23.3","34"
"Junk Bay","JM4","2017-07-05","1","Bottom Water","0.7","2.6","0.03","0.8","0.076","0.019","0.18","45","3.1","140","1.6","7.7","23.1","34.2"
"Junk Bay","JM4","2017-08-03","1","Surface Water","1.1","8.4","0.05","0.77","0.11","0.025","0.45","89","6.3","940","2.5","7.9","27.7","27.7"
"Junk Bay","JM4","2017-08-03","1","Middle Water","0.2","8.2","0.1","0.69","0.036","0.023","0.2","42","2.9","100","1.4","7.8","25.1","32.8"
"Junk Bay","JM4","2017-08-03","1","Bottom Water","0.4","12","0.12","0.41","0.016","0.015","0.1","44","3","9","2.9","7.9","23.9","34.3"
"Junk Bay","JM4","2017-09-11","1","Surface Water","0.2","1.7","0.04","1.6","0.11","0.03","0.41","86","5.6","9","2","7.8","28.3","30.5"
"Junk Bay","JM4","2017-09-11","1","Middle Water","0.3","2.8","0.04","0.8","0.056","0.021","0.24","62","4.1","73","1.6","7.9","26.9","32.1"
"Junk Bay","JM4","2017-09-11","1","Bottom Water","0.2","8","0.05","0.8","0.007","0.012","0.1","62","4.2","6","4.5","7.9","26.1","33.6"
"Junk Bay","JM4","2017-10-12","1","Surface Water","1.6","4.6","0.03","0.51","0.042","0.021","0.12","86","5.5","46","2.4","7.7","29.6","31.9"
"Junk Bay","JM4","2017-10-12","1","Middle Water","1.6","6.1","0.03","0.51","0.052","0.02","0.12","85","5.4","130","3.4","7.8","29.4","32.1"
"Junk Bay","JM4","2017-10-12","1","Bottom Water","1","11","0.02","0.35","0.028","0.013","0.08","86","5.5","55","7.8","7.8","29.4","32.3"
"Junk Bay","JM4","2017-11-03","1","Surface Water","0.6","4","0.02","0.98","0.017","0.012","0.05","85","5.8","12","2.4","8","25.3","32.7"
"Junk Bay","JM4","2017-11-03","1","Middle Water","0.6","4","0.02","1.14","0.02","0.014","0.06","102","6.9","48","2.7","8","25.5","32.9"
"Junk Bay","JM4","2017-11-03","1","Bottom Water","0.5","4","0.02","0.53","0.023","0.014","0.06","99","6.7","23","2.2","8","25.4","32.9"
"Junk Bay","JM4","2017-12-14","1","Surface Water","0.4","6.9","0.03","0.26","0.01","0.021","0.14","81","6","24","7.6","8","20.6","33"
"Junk Bay","JM4","2017-12-14","1","Middle Water","0.5","7.7","0.03","0.31","0.011","0.019","0.14","94","7","260","6.4","8","20.6","33.1"
"Junk Bay","JM4","2017-12-14","1","Bottom Water","0.5","1.1","0.03","0.25","0.012","0.019","0.13","94","7","30","7.3","8","20.5","33.1"
"Junk Bay","JM4","2018-01-12","1","Surface Water","<0.1","5.8","0.03","0.41","0.02","0.021","0.22","81","6.5","5","8.7","8.1","16.2","32.2"
"Junk Bay","JM4","2018-01-12","1","Middle Water","<0.1","5.3","0.03","0.34","0.011","0.022","0.2","88","7.1","9","7.4","8.1","16.6","32.2"
"Junk Bay","JM4","2018-01-12","1","Bottom Water","<0.1","5.9","0.03","0.31","0.008","0.02","0.2","96","7.7","8","8.6","8.1","16.6","32.3"
"Junk Bay","JM4","2018-02-07","1","Surface Water","0.6","1.5","0.02","0.82","0.033","0.012","0.11","89","7.3","1","4.1","7.7","15","32.6"
"Junk Bay","JM4","2018-02-07","1","Middle Water","0.6","1.6","0.03","0.66","0.039","0.011","0.11","96","8","<1","0.6","7.7","15","32.6"
"Junk Bay","JM4","2018-02-07","1","Bottom Water","0.4","1.5","0.02","0.92","0.036","0.009","0.1","96","8","3","0.6","7.7","15","32.7"
"Junk Bay","JM4","2018-03-14","1","Surface Water","0.6","4.2","0.03","0.57","0.071","0.019","0.2","89","7","35","6.4","8.2","18","32.1"
"Junk Bay","JM4","2018-03-14","1","Middle Water","0.5","6.3","0.02","0.56","0.052","0.01","0.13","104","8.1","23","4.8","8.3","17.8","32.3"
"Junk Bay","JM4","2018-03-14","1","Bottom Water","0.4","6.7","0.02","1.47","0.033","0.009","0.1","103","8.1","13","4.6","8.3","17.6","32.4"
"Junk Bay","JM4","2018-04-16","1","Surface Water","0.5","2.8","<0.02","0.44","0.056","0.007","0.08","85","6","61","1.7","8.1","22.6","33.7"
"Junk Bay","JM4","2018-04-16","1","Middle Water","0.5","5.6","<0.02","0.54","0.039","0.005","0.05","90","6.4","59","1.9","8.1","22.7","33.9"
"Junk Bay","JM4","2018-04-16","1","Bottom Water","0.4","7","<0.02","0.37","0.057","0.003","0.06","91","6.5","21","3.6","8.1","22.7","33.9"
"Junk Bay","JM4","2018-05-07","1","Surface Water","1.1","3.4","0.02","1.03","0.022","0.008","0.05","97","6.6","56","1.5","8.2","25","33.3"
"Junk Bay","JM4","2018-05-07","1","Middle Water","1.2","5","0.02","1.4","0.018","0.007","0.02","103","7.1","55","1.7","8.2","24.5","33.7"
"Junk Bay","JM4","2018-05-07","1","Bottom Water","0.5","11","0.03","1.7","0.019","0.007","0.02","94","6.5","3","3.4","8.2","24.2","33.9"
"Junk Bay","JM4","2018-06-07","1","Surface Water","0.5","4.7","0.03","1.24","0.12","0.02","0.26","74","4.9","310","1.8","8","27.3","30.8"
"Junk Bay","JM4","2018-06-07","1","Middle Water","0.5","2.9","0.02","0.48","0.1","0.016","0.21","75","5","330","2.5","8","27.3","31.6"
"Junk Bay","JM4","2018-06-07","1","Bottom Water","0.4","19","0.02","0.76","0.085","0.014","0.17","75","4.9","74","5.6","8","27.3","31.9"
"Junk Bay","JM4","2018-07-12","1","Surface Water","2.1","3.3","<0.02","0.93","0.056","0.008","0.16","102","6.9","74","1.8","8.1","26.3","31.2"
"Junk Bay","JM4","2018-07-12","1","Middle Water","0.9","4.8","<0.02","0.92","0.04","0.014","0.16","79","5.4","45","2.3","8","25.2","32.1"
"Junk Bay","JM4","2018-07-12","1","Bottom Water","0.6","13","<0.02","1.09","0.018","0.017","0.1","48","3.4","6","4.5","8","23.3","33.8"
"Junk Bay","JM4","2018-08-09","1","Surface Water","1.9","9.2","0.03","1.28","0.05","0.004","0.13","115","7.6","45","1.4","8.3","28.3","30"
"Junk Bay","JM4","2018-08-09","1","Middle Water","1.2","12","0.03","1.08","0.062","0.006","0.17","112","7.4","110","1.4","8.2","27.8","30.3"
"Junk Bay","JM4","2018-08-09","1","Bottom Water","0.4","12","0.03","0.61","0.063","0.009","0.15","52","3.6","18","3.9","7.9","24.2","33.4"
"Junk Bay","JM4","2018-09-07","1","Surface Water","1.1","7.2","0.04","0.53","0.046","0.008","0.28","97","6.6","330","2.2","8.1","26.1","30"
"Junk Bay","JM4","2018-09-07","1","Middle Water","0.9","6.4","0.04","0.41","0.033","0.013","0.22","66","4.6","160","2.9","8.1","23.7","33.1"
"Junk Bay","JM4","2018-09-07","1","Bottom Water","0.7","5.3","0.03","0.25","0.007","0.008","0.03","57","4","60","3.3","8.1","23","34.1"
"Junk Bay","JM4","2018-10-18","1","Surface Water","0.3","11","0.02","0.31","0.031","0.015","0.09","75","5.1","160","2.3","7.9","25.7","32.4"
"Junk Bay","JM4","2018-10-18","1","Middle Water","0.2","10","<0.02","0.43","0.022","0.011","0.08","74","4.9","41","2.4","7.9","26.4","32.7"
"Junk Bay","JM4","2018-10-18","1","Bottom Water","0.2","12","0.02","0.27","0.022","0.007","0.04","82","5.5","32","2.4","7.9","26.5","32.8"
"Junk Bay","JM4","2018-11-23","1","Surface Water","0.5","4.2","0.02","0.37","0.022","0.017","0.12","80","5.7","22","1.8","7.8","23.5","32.9"
"Junk Bay","JM4","2018-11-23","1","Middle Water","0.5","4","0.02","0.32","0.027","0.016","0.12","87","6.1","86","1.9","7.8","23.7","33"
"Junk Bay","JM4","2018-11-23","1","Bottom Water","0.7","4.3","<0.02","0.19","0.01","0.017","0.08","90","6.3","42","2.5","7.8","23.6","33.1"
"Junk Bay","JM4","2018-12-01","1","Surface Water","<0.1","4.4","0.04","0.36","0.069","0.004","0.17","78","5.6","160","1.9","7.7","22.9","32.7"
"Junk Bay","JM4","2018-12-01","1","Middle Water","<0.1","4.6","0.03","0.18","0.04","0.005","0.07","83","5.9","190","2.3","7.8","23","32.9"
"Junk Bay","JM4","2018-12-01","1","Bottom Water","<0.1","9","0.03","0.18","0.03","0.005","0.06","87","6.2","70","2.3","7.8","23","33.1"
"Junk Bay","JM4","2019-01-16","1","Surface Water","0.4","1.2","0.03","0.33","0.014","0.02","0.18","86","6.7","<1","0.3","8","18.5","32.1"
"Junk Bay","JM4","2019-01-16","1","Middle Water","0.4","1.3","0.03","0.35","0.016","0.021","0.18","98","7.6","1","0.3","8","18.6","32.1"
"Junk Bay","JM4","2019-01-16","1","Bottom Water","0.4","7.5","0.03","0.3","0.013","0.023","0.18","98","7.6","<1","0.3","8","18.5","32.1"
"Junk Bay","JM4","2019-02-16","1","Surface Water","1.4","7.9","0.02","0.3","0.022","<0.002","0.05","103","7.8","7","0.6","8.1","19.8","32.6"
"Junk Bay","JM4","2019-02-16","1","Middle Water","0.6","7.7","0.02","0.58","0.02","<0.002","0.04","104","7.8","33","0.5","8.1","19.5","32.6"
"Junk Bay","JM4","2019-02-16","1","Bottom Water","0.5","7.8","<0.02","0.4","0.019","<0.002","0.04","105","7.9","16","0.7","8.1","19.5","32.7"
"Junk Bay","JM4","2019-03-22","1","Surface Water","0.5","6.6","0.02","0.71","0.09","0.016","0.14","62","4.5","12","0.6","7.9","21.8","33.4"
"Junk Bay","JM4","2019-03-22","1","Middle Water","0.3","6.5","<0.02","0.5","0.064","0.016","0.09","68","4.9","14","0.6","7.9","21.5","33.4"
"Junk Bay","JM4","2019-03-22","1","Bottom Water","0.3","6.6","<0.02","0.7","0.039","0.017","0.06","92","6.7","7","0.6","7.9","21.5","33.7"
"Junk Bay","JM4","2019-04-13","1","Surface Water","0.4","8.6","<0.02","0.26","0.015","0.009","0.1","100","7.1","1","0.2","8.3","23.5","32.8"
"Junk Bay","JM4","2019-04-13","1","Middle Water","0.4","9.2","<0.02","0.23","0.013","0.012","0.09","98","6.9","2","0.2","8.2","23.3","32.9"
"Junk Bay","JM4","2019-04-13","1","Bottom Water","0.5","10","<0.02","0.25","0.034","0.015","0.09","94","6.7","18","0.9","8.2","22.7","33.4"
"Junk Bay","JM4","2019-05-16","1","Surface Water","0.5","8","0.02","0.34","0.042","0.008","0.12","82","5.6","34","1","7.8","25","33"
"Junk Bay","JM4","2019-05-16","1","Middle Water","0.6","8.8","0.03","0.4","0.043","0.011","0.12","78","5.4","44","1.2","7.8","24.5","33"
"Junk Bay","JM4","2019-05-16","1","Bottom Water","0.5","6.4","0.02","0.26","0.034","0.013","0.09","86","6","41","1.8","7.7","24.2","33.2"
"Junk Bay","JM4","2019-06-05","1","Surface Water","0.2","9.7","0.03","0.46","0.075","0.009","0.24","69","4.7","130","2.3","7.6","26.1","31.5"
"Junk Bay","JM4","2019-06-05","1","Middle Water","<0.1","9.1","0.03","0.37","0.048","0.01","0.18","61","4.1","50","2.9","7.6","25.5","32.7"
"Junk Bay","JM4","2019-06-05","1","Bottom Water","0.2","17","0.02","0.28","0.013","0.008","0.08","68","4.6","51","3.8","7.6","25.2","33.2"
"Junk Bay","JM4","2019-07-10","1","Surface Water","1.2","2","0.03","0.39","0.044","<0.002","0.32","77","5.1","240","14.3","8.6","30.1","24"
"Junk Bay","JM4","2019-07-10","1","Middle Water","0.4","3.6","0.03","0.42","0.043","0.002","0.31","62","4.2","66","4.2","8.6","28.1","27.1"
"Junk Bay","JM4","2019-07-10","1","Bottom Water","0.2","3.4","0.03","0.07","0.014","<0.002","0.03","54","3.7","2","3.4","8.6","27.4","27.9"
"Junk Bay","JM4","2019-08-07","1","Surface Water","1.1","2.7","0.02","0.3","0.036","0.004","0.09","107","7","20","10.9","8.2","28.8","30.1"
"Junk Bay","JM4","2019-08-07","1","Middle Water","0.7","2.9","0.03","0.26","0.064","<0.002","0.15","86","5.7","360","12.2","8.1","27.7","30.7"
"Junk Bay","JM4","2019-08-07","1","Bottom Water","0.3","8.3","0.03","0.21","0.052","0.01","0.11","75","5","89","14","8","27.2","32.2"
"Junk Bay","JM4","2019-09-13","1","Surface Water","0.7","2.5","0.02","1.23","0.029","<0.002","0.06","116","7.4","<1","0.7","8.3","29.7","31.5"
"Junk Bay","JM4","2019-09-13","1","Middle Water","0.8","3.2","0.03","1.55","0.03","0.007","0.08","93","6","120","1.7","8.2","28.9","31.6"
"Junk Bay","JM4","2019-09-13","1","Bottom Water","0.6","3.9","0.03","1.07","0.04","0.005","0.11","69","4.5","100","3.1","8.2","27.9","32.2"
"Junk Bay","JM4","2019-10-09","1","Surface Water","0.2","9.5","0.02","0.7","0.023","0.008","0.08","87","5.6","8","9.2","8","28.9","32.6"
"Junk Bay","JM4","2019-10-09","1","Middle Water","<0.1","9.9","0.02","0.47","0.028","<0.002","0.06","91","5.8","15","7.2","7.9","28.8","32.7"
"Junk Bay","JM4","2019-10-09","1","Bottom Water","0.1","11","0.03","0.38","0.032","0.008","0.08","89","5.7","24","7.9","7.9","28.8","32.7"
"Junk Bay","JM4","2019-11-18","1","Surface Water","0.9","8.2","0.05","0.97","0.081","0.012","0.14","70","4.8","73","1.9","7.9","24.9","33.1"
"Junk Bay","JM4","2019-11-18","1","Middle Water","0.7","7.4","0.04","0.64","0.044","0.011","0.08","96","6.6","43","2.5","7.9","24.8","33.4"
"Junk Bay","JM4","2019-11-18","1","Bottom Water","0.6","8.3","0.04","0.67","0.025","0.012","0.05","98","6.7","53","2.6","7.9","24.8","33.4"
"Junk Bay","JM4","2019-12-07","1","Surface Water","0.6","14","0.08","0.11","0.037","0.01","0.07","92","6.8","10","3.4","8.2","20.6","33.6"
"Junk Bay","JM4","2019-12-07","1","Middle Water","0.3","13","0.09","0.09","0.025","0.009","0.07","94","7","54","3.7","8.2","20.6","33.6"
"Junk Bay","JM4","2019-12-07","1","Bottom Water","0.5","13","0.08","0.09","0.026","0.009","0.06","95","7","75","3.9","8.1","20.6","33.6"
"Junk Bay","JM4","2020-01-06","1","Surface Water","0.6","2","0.04","0.38","0.042","0.017","0.16","87","6.6","6","0.9","8.2","19.7","32.4"
"Junk Bay","JM4","2020-01-06","1","Middle Water","0.8","2.8","0.05","0.43","0.045","0.016","0.17","94","7.1","2","0.9","8.2","19.6","32.4"
"Junk Bay","JM4","2020-01-06","1","Bottom Water","0.5","2.2","0.05","0.48","0.029","0.014","0.14","97","7.3","1","1.4","8.2","19.5","32.4"
"Junk Bay","JM4","2020-02-27","1","Surface Water","0.5","9.5","0.06","0.79","0.079","0.016","0.14","86","6.6","67","2","8.2","18.9","32.8"
"Junk Bay","JM4","2020-02-27","1","Middle Water","0.3","12","0.03","0.83","0.048","0.016","0.08","93","7.1","35","1.5","8.2","18.9","33.1"
"Junk Bay","JM4","2020-02-27","1","Bottom Water","0.4","13","0.03","0.72","0.029","0.007","0.05","95","7.3","24","2","8.2","18.8","33.2"
"Junk Bay","JM4","2020-03-12","1","Surface Water","0.8","3.2","0.03","0.37","0.046","0.012","0.08","87","6.6","200","1.7","8.1","19.2","33"
"Junk Bay","JM4","2020-03-12","1","Middle Water","0.8","3.2","0.03","0.37","0.041","0.013","0.07","93","7.1","180","1.6","8.1","19.2","33"
