"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Suspended Solids (mg/L)","Total Phosphorus (mg/L)","Total Nitrogen (mg/L)","Ammonia Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","Total Inorganic Nitrogen (mg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Turbidity (NTU)","pH","Temperature (°C)","Salinity (psu)"
"Junk Bay","JM3","1998-07-06","1","Bottom Water","1","6.4","0.09","1.31","0.23","0.057","0.34","33","2.3","6300","4.7","7.8","23.5","32.9"
"Junk Bay","JM3","1998-08-06","1","Surface Water","1.8","4","0.07","0.81","0.084","0.008","0.2","76","5.3","800","12.1","7.5","25.7","26.5"
"Junk Bay","JM3","1998-08-06","1","Middle Water","3.4","4.4","0.07","0.79","0.074","0.014","0.19","68","4.7","1000","4.8","7.5","24.9","31.8"
"Junk Bay","JM3","1998-08-06","1","Bottom Water","1.2","7.1","0.08","0.84","0.098","0.021","0.21","60","4.2","1500","4.8","7.6","23.4","33.7"
"Junk Bay","JM3","1998-09-02","1","Surface Water","1.2","0.8","0.04","0.95","0.2","0.017","0.27","103","6.9","10000","2.3","8.1","27.2","30.6"
"Junk Bay","JM3","1998-09-02","1","Middle Water","0.9","0.7","0.06","1.05","0.2","0.045","0.3","97","6.5","640","2.3","8.1","26.2","31.6"
"Junk Bay","JM3","1998-09-02","1","Bottom Water","0.8","2.6","0.08","1.03","0.21","0.054","0.29","42","2.9","290","2.9","8","23.9","33.9"
"Junk Bay","JM3","1998-10-12","1","Surface Water","0.6","2.6","0.06","1","0.26","0.035","0.32","56","2.6","1500","3.7","7.9","27.2","32.4"
"Junk Bay","JM3","1998-10-12","1","Middle Water","0.4","2.6","0.07","0.86","0.26","0.039","0.32","56","2.6","2300","3.8","7.9","27","32.5"
"Junk Bay","JM3","1998-10-12","1","Bottom Water","0.3","9","0.06","0.73","0.18","0.028","0.23","59","2.7","1800","6","8","27","32.7"
"Junk Bay","JM3","1998-11-13","1","Surface Water","1.1","1.2","0.07","1.19","0.25","0.027","0.34","100","7","24","2.5","8.2","24.3","30.8"
"Junk Bay","JM3","1998-11-13","1","Middle Water","5.1","2","0.11","1.37","0.29","0.028","0.36","100","7.1","12","2.8","8.2","24.2","30.7"
"Junk Bay","JM3","1998-11-13","1","Bottom Water","1.3","1.2","0.06","1.07","0.22","0.023","0.29","95","6.7","8","2.4","8.2","24","30.7"
"Junk Bay","JM3","1998-12-02","1","Surface Water","0.6","1.3","0.07","0.88","0.45","0.067","0.59","57","4.1","340","2.2","7.9","23","30"
"Junk Bay","JM3","1998-12-02","1","Middle Water","0.5","3.1","0.06","0.76","0.36","0.052","0.53","57","4.1","380","3.1","7.9","22.8","30.2"
"Junk Bay","JM3","1998-12-02","1","Bottom Water","0.5","5","0.05","0.62","0.28","0.044","0.43","70","5.1","310","3.2","8","22.7","30.2"
"Junk Bay","JM3","1999-01-13","1","Surface Water","0.6","1.9","0.03","0.38","0.098","0.016","0.18","68","5.4","120","3.5","8.3","17.5","31.3"
"Junk Bay","JM3","1999-01-13","1","Middle Water","0.5","1.9","0.04","0.4","0.12","0.02","0.2","77","6.1","110","3.6","8.4","17.5","31.3"
"Junk Bay","JM3","1999-01-13","1","Bottom Water","0.6","2.1","0.03","0.4","0.11","0.016","0.19","78","6.1","220","3.8","8.4","17.5","31.3"
"Junk Bay","JM3","1999-02-02","1","Surface Water","0.4","2","0.07","0.71","0.23","0.039","0.35","67","5.3","570","3","8","18.1","31.6"
"Junk Bay","JM3","1999-02-02","1","Middle Water","0.7","2.6","0.05","0.51","0.21","0.039","0.33","67","5.2","710","3.3","8.1","18","31.6"
"Junk Bay","JM3","1999-02-02","1","Bottom Water","0.4","9.8","0.04","0.37","0.11","0.025","0.21","72","5.7","540","5.7","8.1","17.7","31.8"
"Junk Bay","JM3","1999-03-10","1","Surface Water","0.5","1.2","0.03","0.42","0.12","0.018","0.16","96","7.1","280","3.2","8.1","20.3","33.3"
"Junk Bay","JM3","1999-03-10","1","Middle Water","0.6","1.4","0.04","0.46","0.13","0.023","0.17","96","7.1","200","3.7","8.1","20.3","33.3"
"Junk Bay","JM3","1999-03-10","1","Bottom Water","0.2","1.5","0.03","0.36","0.12","0.021","0.16","96","7.1","170","3.6","8.1","20.3","33.4"
"Junk Bay","JM3","1999-04-09","1","Surface Water","1","3.1","0.06","0.92","0.22","0.043","0.27","56","4","340","4.1","7.9","22","34.2"
"Junk Bay","JM3","1999-04-09","1","Middle Water","0.8","3.7","0.05","0.56","0.19","0.044","0.24","62","4.4","460","3.8","7.9","21.9","34.2"
"Junk Bay","JM3","1999-04-09","1","Bottom Water","0.9","5.9","0.05","0.63","0.16","0.042","0.21","65","4.6","280","8","7.9","21.9","34.2"
"Junk Bay","JM3","1999-05-06","1","Surface Water","0.3","2.4","0.03","0.49","0.15","0.03","0.19","61","4.3","1900","3.9","8","23.7","33.6"
"Junk Bay","JM3","1999-05-06","1","Middle Water","0.6","2.4","0.05","0.49","0.14","0.034","0.18","71","5","3400","3.7","8","23.7","33.6"
"Junk Bay","JM3","1999-05-06","1","Bottom Water","0.5","3.2","0.03","0.26","0.1","0.028","0.14","72","5","2900","4.5","8","23.6","33.8"
"Junk Bay","JM3","1999-06-02","1","Surface Water","0.6","2.2","0.05","0.65","0.24","0.042","0.31","69","4.6","70","6","7.9","26.8","32.2"
"Junk Bay","JM3","1999-06-02","1","Middle Water","0.4","3.1","0.05","0.58","0.2","0.037","0.27","65","4.4","800","6.4","8","26","32.4"
"Junk Bay","JM3","1999-06-02","1","Bottom Water","0.4","3.1","0.05","0.58","0.18","0.03","0.24","68","4.6","870","6.6","8","25.9","32.6"
"Junk Bay","JM3","1999-07-07","1","Surface Water","3.2","3.9","0.04","0.59","0.082","0.016","0.2","74","5.1","5800","9.2","7.9","25","30.3"
"Junk Bay","JM3","1999-07-07","1","Middle Water","1.8","3","0.04","0.59","0.068","0.028","0.23","72","5.1","2500","8.7","7.8","22.9","33.7"
"Junk Bay","JM3","1999-07-07","1","Bottom Water","1.7","2.9","0.04","0.55","0.078","0.026","0.24","43","3.1","2000","15.9","7.8","22.5","34.3"
"Junk Bay","JM3","1999-08-09","1","Surface Water","2.2","3.8","0.06","0.58","0.13","0.016","0.24","107","7","8000","9.8","8.5","28.7","29.3"
"Junk Bay","JM3","1999-08-09","1","Middle Water","1.2","3.3","0.05","0.52","0.15","0.032","0.26","63","4.1","1800","6.9","8.4","28.1","30.9"
"Junk Bay","JM3","1999-08-09","1","Bottom Water","1","4.4","0.07","0.49","0.14","0.036","0.27","50","3.3","2300","6.6","8.3","27.3","31.5"
"Junk Bay","JM3","1999-09-03","1","Surface Water","0.9","2.6","0.05","0.49","0.055","0.02","0.29","76","5.2","570","5.5","8.1","26","30.7"
"Junk Bay","JM3","1999-09-03","1","Middle Water","1.1","2.3","0.04","0.46","0.068","0.025","0.27","65","4.5","850","6.2","8.1","24.9","31.8"
"Junk Bay","JM3","1999-09-03","1","Bottom Water","1.1","2.4","0.04","0.34","0.062","0.03","0.21","55","3.8","4500","6.6","8.1","24.1","33"
"Junk Bay","JM3","1999-10-04","1","Surface Water","0.1","5","0.05","0.39","0.13","0.034","0.23","64","4.2","290","7.9","8.4","27.3","31.4"
"Junk Bay","JM3","1999-10-04","1","Middle Water","0.3","4.5","0.05","0.32","0.11","0.03","0.2","66","4.4","250","8.4","8.4","27.3","31.5"
"Junk Bay","JM3","1999-10-04","1","Bottom Water","0.5","9.6","0.04","0.28","0.078","0.021","0.15","70","4.7","230","9.1","8.4","27.3","31.5"
"Junk Bay","JM3","1999-11-01","1","Surface Water","0.7","4.6","0.06","0.42","0.23","0.033","0.31","68","4.6","180","7.5","7.8","25.7","32"
"Junk Bay","JM3","1999-11-01","1","Middle Water","1.1","4.6","0.06","0.41","0.24","0.027","0.32","75","5.1","2400","8.9","7.8","25.7","32"
"Junk Bay","JM3","1999-11-01","1","Bottom Water","0.6","5.7","0.06","0.31","0.17","0.032","0.25","77","5.2","320","8.8","7.8","25.7","32"
"Junk Bay","JM3","1999-12-01","1","Surface Water","0.9","3.6","0.04","0.43","0.14","0.034","0.26","78","5.7","35","7","7.8","21.8","31.4"
"Junk Bay","JM3","1999-12-01","1","Middle Water","0.9","4","0.04","0.45","0.14","0.027","0.26","81","5.9","48","7","7.8","21.8","31.4"
"Junk Bay","JM3","1999-12-01","1","Bottom Water","1.1","3.5","0.04","0.41","0.14","0.03","0.26","84","6.1","60","7.2","7.8","21.7","31.3"
"Junk Bay","JM3","2000-01-03","1","Surface Water","1.5","3","0.06","0.61","0.097","0.022","0.29","83","6.7","1000","6","7.8","17.1","30.7"
"Junk Bay","JM3","2000-01-03","1","Middle Water","1.4","4.3","0.06","0.6","0.1","0.028","0.29","87","7","2300","6.2","7.8","17.1","30.7"
"Junk Bay","JM3","2000-01-03","1","Bottom Water","0.6","3.8","0.04","0.39","0.051","0.02","0.2","85","6.8","680","6.9","7.8","17.1","31.1"
"Junk Bay","JM3","2000-02-10","1","Surface Water","0.6","1.6","0.06","0.53","0.18","0.044","0.29","68","5.5","3100","5.2","7.9","16","31.7"
"Junk Bay","JM3","2000-02-10","1","Middle Water","0.7","1.6","0.05","0.44","0.17","0.034","0.27","73","5.9","2900","5.2","7.9","15.9","31.7"
"Junk Bay","JM3","2000-02-10","1","Bottom Water","0.7","2","0.05","0.44","0.16","0.03","0.27","72","5.9","3300","5.7","7.9","15.9","31.7"
"Junk Bay","JM3","2000-03-01","1","Surface Water","<0.1","1.9","0.04","0.4","0.095","0.03","0.28","80","6.7","140","5.7","8","14.6","30.9"
"Junk Bay","JM3","2000-03-01","1","Middle Water","<0.1","2.9","0.04","0.51","0.018","0.037","0.24","87","7.3","190","5.5","8","14.6","30.9"
"Junk Bay","JM3","2000-03-01","1","Bottom Water","<0.1","3.8","0.04","0.46","0.049","0.032","0.24","88","7.4","390","6.4","8","14.6","31"
"Junk Bay","JM3","2000-04-06","1","Surface Water","0.6","1.6","0.04","0.29","0.11","0.019","0.15","76","5.8","1000","5.5","8","19.5","31.7"
"Junk Bay","JM3","2000-04-06","1","Middle Water","1","1.8","0.05","0.36","0.15","0.023","0.2","85","6.4","3100","5.6","8","19.5","31.7"
"Junk Bay","JM3","2000-04-06","1","Bottom Water","0.8","2.5","0.05","0.43","0.15","0.023","0.21","81","6.2","3400","5.7","8","19.5","31.8"
"Junk Bay","JM3","2000-05-03","1","Surface Water","1.3","1.4","0.04","0.34","0.18","0.026","0.24","71","5","630","5.3","7.9","23.4","32"
"Junk Bay","JM3","2000-05-03","1","Middle Water","1.1","1.8","0.04","0.27","0.15","0.029","0.2","74","5.3","750","5.5","8","23.4","32.1"
"Junk Bay","JM3","2000-05-03","1","Bottom Water","0.3","5.3","0.03","0.17","0.091","0.018","0.12","80","5.6","680","6.8","8","23.3","32.7"
"Junk Bay","JM3","2000-06-02","1","Surface Water","1","2.7","0.04","0.4","0.12","0.018","0.21","75","5","23","5.3","8","27.7","30.8"
"Junk Bay","JM3","2000-06-02","1","Middle Water","0.6","2.9","0.04","0.42","0.15","0.023","0.23","73","4.9","920","6.3","8","26.7","31.6"
"Junk Bay","JM3","2000-06-02","1","Bottom Water","0.9","4.8","0.03","0.3","0.11","0.019","0.17","65","4.4","1200","6.6","8","26.2","32.2"
"Junk Bay","JM3","2000-07-03","1","Surface Water","1.5","2.3","0.04","0.39","0.048","0.032","0.19","87","5.8","13","5.5","8.1","27.6","28.7"
"Junk Bay","JM3","2000-07-03","1","Middle Water","1.5","2.7","0.03","0.42","0.091","0.011","0.25","89","6","91","5.6","8","26.6","29.4"
"Junk Bay","JM3","2000-07-03","1","Bottom Water","1.6","4.8","0.05","0.49","0.13","0.03","0.3","75","5.2","270","6.8","7.9","24.8","31.2"
"Junk Bay","JM3","2000-08-02","1","Surface Water","0.6","2.8","0.05","0.44","0.14","0.036","0.28","48","3.3","1600","6.2","7.9","24.5","31.1"
"Junk Bay","JM3","2000-08-02","1","Middle Water","0.4","3.2","0.04","0.35","0.13","0.028","0.26","53","3.7","2900","6.9","7.9","23.5","33.1"
"Junk Bay","JM3","2000-08-02","1","Bottom Water","0.5","6.6","0.03","0.2","0.057","0.024","0.12","58","4.1","790","11","7.9","23","33.9"
"Junk Bay","JM3","2000-09-04","1","Surface Water","0.8","1.3","0.06","0.65","0.29","0.044","0.44","62","4.2","470","13.5","7.9","26.1","31.1"
"Junk Bay","JM3","2000-09-04","1","Middle Water","0.7","1.2","0.07","0.56","0.27","0.043","0.41","59","4","2400","13.7","7.9","26","31.2"
"Junk Bay","JM3","2000-09-04","1","Bottom Water","0.7","3.3","0.06","0.55","0.26","0.038","0.39","57","3.8","1700","16.1","8","26","31.3"
"Junk Bay","JM3","2000-10-04","1","Surface Water","1","3.2","0.06","0.47","0.24","0.03","0.34","79","5.2","470","14.7","8.3","28.2","31.7"
"Junk Bay","JM3","2000-10-04","1","Middle Water","0.9","3.4","0.06","0.48","0.24","0.047","0.33","75","4.9","1200","14.5","8.3","28","31.9"
"Junk Bay","JM3","2000-10-04","1","Bottom Water","0.8","3.6","0.05","0.42","0.19","0.043","0.27","72","4.7","1600","21.1","8.4","27.7","32.7"
"Junk Bay","JM3","2000-11-14","1","Surface Water","0.9","1.9","0.06","0.53","0.2","0.044","0.29","66","4.6","180","5.4","7.3","23.3","32.6"
"Junk Bay","JM3","2000-11-14","1","Middle Water","0.5","3.9","0.06","0.56","0.18","0.042","0.27","66","4.7","630","7.6","7.4","23.1","32.6"
"Junk Bay","JM3","2000-11-14","1","Bottom Water","0.5","5.2","0.05","0.38","0.14","0.031","0.23","71","5.1","480","10.2","7.6","23","32.7"
"Junk Bay","JM3","2000-12-01","1","Surface Water","0.7","1.6","0.09","0.65","0.27","0.057","0.41","62","4.5","520","5.4","7.7","22.1","32.4"
"Junk Bay","JM3","2000-12-01","1","Middle Water","0.6","1.6","0.09","0.61","0.26","0.048","0.39","66","4.8","1000","6.1","7.7","21.9","32.4"
"Junk Bay","JM3","2000-12-01","1","Bottom Water","0.6","1.6","0.08","0.52","0.23","0.056","0.36","69","5","800","6.1","7.7","21.9","32.4"
"Junk Bay","JM3","2001-01-03","1","Surface Water","1.2","2.2","0.06","0.52","0.25","0.016","0.41","93","7.2","80","6.6","7.8","19","31.2"
"Junk Bay","JM3","2001-01-03","1","Middle Water","0.8","2.1","0.06","0.5","0.24","0.019","0.39","92","7.1","200","5.4","7.8","18.9","31.2"
"Junk Bay","JM3","2001-01-03","1","Bottom Water","0.8","1.8","0.05","0.48","0.19","0.027","0.34","89","6.9","240","5.4","7.8","18.9","31.3"
"Junk Bay","JM3","2001-02-01","1","Surface Water","0.9","2.2","0.07","0.59","0.26","0.051","0.42","55","4.4","2900","7","8.1","16.8","31.7"
"Junk Bay","JM3","2001-02-01","1","Middle Water","0.8","2.3","0.06","0.55","0.24","0.058","0.39","65","5.2","4400","7.6","8.1","16.7","31.8"
"Junk Bay","JM3","2001-02-01","1","Bottom Water","0.5","3.1","0.05","0.43","0.17","0.038","0.32","71","5.7","460","8","8.2","16.7","31.9"
"Junk Bay","JM3","2001-03-01","1","Surface Water","0.7","2.2","0.07","0.41","0.18","0.03","0.27","85","6.7","34","6.7","8.5","17.6","32.5"
"Junk Bay","JM3","2001-03-01","1","Middle Water","0.7","1.9","0.05","0.35","0.18","0.023","0.26","85","6.6","40","6.8","8.6","17.6","32.5"
"Junk Bay","JM3","2001-03-01","1","Bottom Water","0.8","2.8","0.05","0.36","0.18","0.033","0.26","84","6.6","89","8.2","8.6","17.5","32.5"
"Junk Bay","JM3","2001-04-02","1","Surface Water","0.5","1.8","0.03","0.25","0.12","0.018","0.16","63","4.7","140","7.6","8.2","20.4","33.5"
"Junk Bay","JM3","2001-04-02","1","Middle Water","0.5","2","0.03","0.19","0.1","0.019","0.14","83","6.1","500","7.8","8.2","20.3","33.5"
"Junk Bay","JM3","2001-04-02","1","Bottom Water","0.4","4.9","0.03","0.13","0.06","0.009","0.08","87","6.4","200","8.7","8.2","20.3","33.8"
"Junk Bay","JM3","2001-05-03","1","Surface Water","0.8","1.3","0.05","0.37","0.18","0.027","0.27","59","4.1","150","5.4","8.2","23.4","33"
"Junk Bay","JM3","2001-05-03","1","Middle Water","0.7","2.2","0.04","0.29","0.14","0.021","0.2","78","5.5","540","5.5","8.2","23.3","33"
"Junk Bay","JM3","2001-05-03","1","Bottom Water","0.5","2.6","0.04","0.26","0.11","0.016","0.18","83","5.9","510","6.9","8.2","23.2","33.3"
"Junk Bay","JM3","2001-06-01","1","Surface Water","0.8","1.5","0.03","0.25","0.087","0.011","0.13","92","6.1","74","5.4","8.3","27.6","30.9"
"Junk Bay","JM3","2001-06-01","1","Middle Water","1","1.5","0.03","0.23","0.088","0.009","0.13","93","6.1","38","5.6","8.3","27.6","31"
"Junk Bay","JM3","2001-06-01","1","Bottom Water","0.7","4.1","0.03","0.25","0.094","0.01","0.12","88","5.8","390","7.5","8.3","27.5","31"
"Junk Bay","JM3","2001-08-10","1","Surface Water","2.3","2.3","0.03","0.34","0.035","0.009","0.11","92","6.2","1300","6.2","8.4","28.1","27.7"
"Junk Bay","JM3","2001-08-10","1","Middle Water","2.3","2.8","0.02","0.35","0.051","0.01","0.13","107","7.2","120","6.4","8.4","27.7","28.1"
"Junk Bay","JM3","2001-08-10","1","Bottom Water","1.7","2.7","0.03","0.39","0.085","0.007","0.18","88","6","1100","6.6","8.3","26.9","29.2"
"Junk Bay","JM3","2001-09-06","1","Surface Water","0.5","1.4","0.06","0.37","0.15","0.015","0.22","62","4.1","390","6.3","8","27.2","30.5"
"Junk Bay","JM3","2001-09-06","1","Middle Water","0.5","3.8","0.03","0.15","0.045","0.01","0.08","69","4.6","380","7","8.1","27.2","31.9"
"Junk Bay","JM3","2001-09-06","1","Bottom Water","0.4","6.4","0.03","0.15","0.045","0.007","0.07","81","5.3","250","12.5","8.1","27.3","32.4"
"Junk Bay","JM3","2001-10-03","1","Surface Water","0.7","4.5","0.04","0.33","0.14","0.015","0.17","81","5.3","260","8.3","8.4","28.3","31.5"
"Junk Bay","JM3","2001-10-03","1","Middle Water","0.7","31","0.07","0.4","0.14","0.013","0.18","81","5.3","390","8.3","8.4","28.2","31.5"
"Junk Bay","JM3","2001-10-03","1","Bottom Water","0.8","10","0.04","0.31","0.14","0.014","0.17","85","5.5","310","7.7","8.4","28.2","31.6"
"Junk Bay","JM3","2001-11-01","1","Surface Water","1.5","2.7","0.05","0.46","0.16","0.016","0.22","88","6","430","6.4","8.1","26.1","31.8"
"Junk Bay","JM3","2001-11-01","1","Middle Water","1.3","2.9","0.06","0.46","0.19","0.028","0.26","80","5.5","480","7","8.1","25.8","31.9"
"Junk Bay","JM3","2001-11-01","1","Bottom Water","1","2","0.04","0.38","0.14","0.019","0.21","83","5.6","89","6.6","8.1","25.7","31.9"
"Junk Bay","JM3","2001-12-03","1","Surface Water","0.3","4.1","0.04","0.52","0.17","0.018","0.29","60","4.4","480","7.8","8","21.6","31.9"
"Junk Bay","JM3","2001-12-03","1","Middle Water","0.2","5.2","0.04","0.49","0.14","0.013","0.26","69","5.1","460","9","8","21.6","32"
"Junk Bay","JM3","2001-12-03","1","Bottom Water","0.2","11","0.05","0.47","0.11","0.015","0.23","73","5.4","410","12.4","8.1","21.5","32.1"
"Junk Bay","JM3","2002-01-02","1","Surface Water","0.8","2.6","0.04","0.49","0.25","0.022","0.38","88","7","450","13.3","8.1","17.4","32.7"
"Junk Bay","JM3","2002-01-02","1","Middle Water","0.8","2.7","0.04","0.52","0.25","0.011","0.38","89","7","520","13.2","8.1","17.4","32.7"
"Junk Bay","JM3","2002-01-02","1","Bottom Water","0.7","6.2","0.04","0.48","0.19","0.016","0.32","95","7.4","350","14.3","8.1","17.4","32.9"
"Junk Bay","JM3","2002-02-18","1","Surface Water","2.2","1.6","0.03","0.34","0.13","0.012","0.19","90","7","220","16.3","8","17.7","32.8"
"Junk Bay","JM3","2002-02-18","1","Middle Water","1.9","1.7","0.03","0.32","0.13","0.011","0.19","95","7.4","190","16.3","8","17.7","32.8"
"Junk Bay","JM3","2002-02-18","1","Bottom Water","1.9","1.7","0.03","0.36","0.14","0.014","0.2","95","7.5","130","16.6","8","17.6","32.9"
"Junk Bay","JM3","2002-03-18","1","Surface Water","0.4","2.9","0.03","0.3","0.16","0.028","0.21","84","6.2","370","6.5","8","20.9","33.5"
"Junk Bay","JM3","2002-03-18","1","Middle Water","0.4","2.1","0.03","0.27","0.14","0.021","0.18","84","6.1","170","6.2","8","20.8","33.6"
"Junk Bay","JM3","2002-03-18","1","Bottom Water","0.3","9","0.02","0.24","0.12","0.008","0.16","85","6.3","34","5.9","8","20.8","33.7"
"Junk Bay","JM3","2002-04-15","1","Surface Water","0.5","1.8","0.02","0.17","0.076","0.017","0.11","95","6.7","58","6.2","8.1","22.9","33.3"
"Junk Bay","JM3","2002-04-15","1","Middle Water","0.6","2.4","<0.02","0.15","0.07","0.01","0.11","95","6.7","35","6.1","8.1","22.9","33.4"
"Junk Bay","JM3","2002-04-15","1","Bottom Water","0.5","7.4","<0.02","0.13","0.035","0.008","0.05","94","6.7","49","8.5","8.2","22.6","33.7"
"Junk Bay","JM3","2002-05-15","1","Surface Water","0.5","2","0.04","0.36","0.19","0.016","0.27","77","5","3","6.4","7.9","27.3","32.9"
"Junk Bay","JM3","2002-05-15","1","Middle Water","0.4","2.7","0.03","0.31","0.15","0.021","0.21","74","4.9","80","7.3","7.9","26.9","33.3"
"Junk Bay","JM3","2002-05-15","1","Bottom Water","0.2","3.3","0.02","0.2","0.096","0.017","0.14","75","4.9","140","7.2","8","26.8","33.6"
"Junk Bay","JM3","2002-06-17","1","Surface Water","3.1","4.4","0.03","0.45","0.033","<0.002","0.2","130","8.6","25","7.4","8","27.9","29.7"
"Junk Bay","JM3","2002-06-17","1","Middle Water","2.8","4","0.04","0.52","0.023","<0.002","0.28","124","8.3","69","7.4","8","27.3","30.1"
"Junk Bay","JM3","2002-06-17","1","Bottom Water","1.7","4.4","0.02","0.37","0.01","0.002","0.26","79","5.5","52","8.9","7.9","24.2","33.9"
"Junk Bay","JM3","2002-07-15","1","Surface Water","2.8","2.2","0.03","0.27","0.011","0.004","0.02","135","8.8","37","6.2","7.7","28.4","31.4"
"Junk Bay","JM3","2002-07-15","1","Middle Water","2","3.7","0.02","0.24","0.019","0.004","0.04","131","8.6","15","6.4","7.7","27.8","31.5"
"Junk Bay","JM3","2002-07-15","1","Bottom Water","1.5","9","0.03","0.24","0.033","0.004","0.08","111","7.4","13","12","7.7","27","31.8"
"Junk Bay","JM3","2002-08-21","1","Surface Water","0.3","3.9","0.03","0.43","0.14","0.019","0.24","63","4.2","100","14","8.1","27.9","29.7"
"Junk Bay","JM3","2002-08-21","1","Middle Water","0.3","4.6","0.03","0.31","0.11","0.015","0.19","81","5.4","120","14.3","8.1","27.9","29.8"
"Junk Bay","JM3","2002-08-21","1","Bottom Water","0.3","3.5","0.03","0.34","0.11","0.015","0.19","83","5.5","90","13.7","8.1","27.8","30.1"
"Junk Bay","JM3","2002-09-23","1","Surface Water","0.7","3.3","0.03","0.22","0.05","0.01","0.11","91","6","460","8.5","8.2","27.7","30.5"
"Junk Bay","JM3","2002-09-23","1","Middle Water","0.7","3.2","<0.02","0.2","0.033","0.01","0.09","91","6","1400","8.1","8.2","27.5","30.7"
"Junk Bay","JM3","2002-09-23","1","Bottom Water","0.5","3.4","0.02","0.17","0.033","0.009","0.07","90","6","1600","8.5","8.2","27.5","31"
"Junk Bay","JM3","2002-10-23","1","Surface Water","0.4","3.8","0.03","0.26","0.1","0.017","0.19","69","4.6","680","8.1","8.1","26.5","32"
"Junk Bay","JM3","2002-10-23","1","Middle Water","0.5","3.8","0.03","0.29","0.1","0.018","0.19","77","5.2","620","8.4","8.1","26.5","32"
"Junk Bay","JM3","2002-10-23","1","Bottom Water","0.3","4.2","0.03","0.32","0.098","0.016","0.19","77","5.1","370","8.6","8.2","26.5","32.1"
"Junk Bay","JM3","2002-11-21","1","Surface Water","0.7","2.9","0.04","0.34","0.11","0.016","0.21","81","5.8","240","12.5","7.8","22.6","33.1"
"Junk Bay","JM3","2002-11-21","1","Middle Water","0.7","3.2","0.04","0.33","0.12","0.015","0.22","89","6.4","300","12.5","7.9","22.6","33.2"
"Junk Bay","JM3","2002-11-21","1","Bottom Water","0.7","3","0.04","0.3","0.092","0.014","0.19","90","6.4","240","13.2","7.9","22.5","33.3"
"Junk Bay","JM3","2002-12-23","1","Surface Water","0.7","2.1","0.05","0.47","0.12","0.023","0.19","90","6.7","290","12.5","8","19.8","33.7"
"Junk Bay","JM3","2002-12-23","1","Middle Water","0.7","2.3","0.04","0.33","0.11","0.022","0.18","99","7.4","340","13","8.1","19.7","33.8"
"Junk Bay","JM3","2002-12-23","1","Bottom Water","0.5","3","0.03","0.22","0.082","0.018","0.13","102","7.7","420","13.6","8.1","19.6","34"
"Junk Bay","JM3","2003-01-02","1","Surface Water","0.6","2.6","0.03","0.38","0.065","0.013","0.1","89","6.8","370","10.7","7.9","18.6","32.8"
"Junk Bay","JM3","2003-01-02","1","Middle Water","1","2.9","0.02","0.18","0.061","0.013","0.09","88","6.8","250","11.8","7.9","18.6","32.8"
"Junk Bay","JM3","2003-01-02","1","Bottom Water","0.6","5.8","0.02","0.2","0.055","0.012","0.08","88","6.7","240","12.2","7.9","18.6","32.8"
"Junk Bay","JM3","2003-02-14","1","Surface Water","1.2","2","0.02","0.19","0.071","0.015","0.09","91","7.2","310","3.3","8.2","17.2","32.8"
"Junk Bay","JM3","2003-02-14","1","Middle Water","0.9","1.9","<0.02","0.17","0.067","0.014","0.09","101","8","350","3.4","8.2","17.2","32.8"
"Junk Bay","JM3","2003-02-14","1","Bottom Water","0.9","2.6","<0.02","0.15","0.051","0.012","0.07","101","7.9","130","3.8","8.2","17.2","32.9"
"Junk Bay","JM3","2003-03-21","1","Surface Water","1.4","2.9","0.03","0.25","0.13","0.02","0.17","82","6.2","630","7.4","8.1","19","33.6"
"Junk Bay","JM3","2003-03-21","1","Middle Water","1.3","3.1","0.02","0.24","0.11","0.017","0.15","89","6.8","510","7.8","8.1","19","33.6"
"Junk Bay","JM3","2003-03-21","1","Bottom Water","1","5","0.02","0.22","0.08","0.012","0.11","78","5.9","340","7.7","8.1","18.9","33.7"
"Junk Bay","JM3","2003-04-02","1","Surface Water","1","1.8","0.04","0.41","0.22","0.038","0.31","88","6.5","150","6.2","8","20.5","33.2"
"Junk Bay","JM3","2003-04-02","1","Middle Water","1","3.2","0.04","0.4","0.21","0.037","0.29","88","6.5","160","6.8","8","20.2","33.3"
"Junk Bay","JM3","2003-04-02","1","Bottom Water","1.1","4.2","0.03","0.31","0.14","0.026","0.2","91","6.7","100","8.4","8.1","20","33.5"
"Junk Bay","JM3","2003-05-26","1","Surface Water","1.4","1.8","0.02","0.32","0.061","0.008","0.17","101","6.7","14","5.4","8.2","27.4","31.6"
"Junk Bay","JM3","2003-05-26","1","Middle Water","1.5","1.8","0.03","0.31","0.081","0.012","0.19","110","7.3","21","5.5","8.2","27.2","31.8"
"Junk Bay","JM3","2003-05-26","1","Bottom Water","0.6","1.6","0.03","0.26","0.084","0.014","0.16","92","6.1","38","5.6","8.2","26.8","32.4"
"Junk Bay","JM3","2003-06-25","1","Surface Water","5.9","4.1","0.02","0.63","0.054","0.002","0.26","142","9.5","8","1.7","8.7","28.4","25.8"
"Junk Bay","JM3","2003-06-25","1","Middle Water","0.7","3","0.03","0.35","0.039","0.02","0.22","145","9.8","140","2.4","8.3","25.5","32.2"
