"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Suspended Solids (mg/L)","Total Phosphorus (mg/L)","Total Nitrogen (mg/L)","Ammonia Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","Total Inorganic Nitrogen (mg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Turbidity (NTU)","pH","Temperature (°C)","Salinity (psu)"
"Mirs Bay","MM2","2015-03-19","1","Middle Water","0.8","1.9","<0.02","0.34","0.029","0.004","0.09","92","7.2","1","1.6","7.9","18.3","32"
"Mirs Bay","MM2","2015-03-19","1","Bottom Water","0.5","2.9","<0.02","0.3","0.046","0.005","0.11","91","7.1","4","1.3","7.9","18.2","32"
"Mirs Bay","MM2","2015-04-27","1","Surface Water","0.9","1.3","<0.02","0.14","0.015","0.006","0.02","75","5.2","<1","0.6","8","24.1","33.2"
"Mirs Bay","MM2","2015-04-27","1","Middle Water","0.7","0.7","<0.02","0.17","0.018","0.006","0.02","95","6.7","<1","0.6","8","23.3","33.3"
"Mirs Bay","MM2","2015-04-27","1","Bottom Water","0.6","1.4","<0.02","0.12","0.019","0.006","0.02","85","6.1","<1","0.8","7.9","22.7","33.4"
"Mirs Bay","MM2","2015-05-22","1","Surface Water","0.9","3.6","0.02","0.29","0.043","0.003","0.09","91","6.3","19","3.5","8.2","25.8","29.7"
"Mirs Bay","MM2","2015-05-22","1","Middle Water","0.5","1.2","<0.02","0.21","0.05","0.004","0.07","92","6.2","9","3.4","8.1","26.2","31.4"
"Mirs Bay","MM2","2015-05-22","1","Bottom Water","0.4","3.1","0.03","0.28","0.094","0.008","0.14","63","4.2","3","4.2","8","26.4","32.7"
"Mirs Bay","MM2","2015-06-24","1","Surface Water","1.2","1.3","0.05","0.47","0.018","0.003","0.22","113","7.5","2","2.9","8.3","28.8","26.1"
"Mirs Bay","MM2","2015-06-24","1","Middle Water","1","1.6","0.04","0.51","0.025","0.003","0.21","104","6.9","11","4.7","8.3","28.9","26.7"
"Mirs Bay","MM2","2015-06-24","1","Bottom Water","0.9","3.4","0.04","0.37","0.032","0.006","0.13","92","6","3","2.8","8.2","28.9","29.5"
"Mirs Bay","MM2","2015-07-27","1","Surface Water","1.6","3","0.03","0.26","0.012","0.004","0.02","96","6.3","<1","3.1","8.5","28.7","31.5"
"Mirs Bay","MM2","2015-07-27","1","Middle Water","1.4","4.5","0.04","0.44","0.014","0.011","0.13","47","3.1","4","3.6","8.2","27.4","33"
"Mirs Bay","MM2","2015-07-27","1","Bottom Water","1.6","2","0.06","0.38","0.012","0.033","0.19","15","1","18","3.8","8.1","25.6","33.5"
"Mirs Bay","MM2","2015-08-20","1","Surface Water","2.3","2","0.05","0.34","0.04","0.006","0.05","145","9.2","<1","3","8.2","29.8","32.7"
"Mirs Bay","MM2","2015-08-20","1","Middle Water","1.3","3.3","0.05","0.19","0.025","0.008","0.03","73","4.8","6","4.1","8","27.3","33.3"
"Mirs Bay","MM2","2015-08-20","1","Bottom Water","0.3","2.7","0.05","0.18","0.066","0.031","0.13","18","1.2","1","4.2","7.7","24.3","34"
"Mirs Bay","MM2","2015-09-24","1","Surface Water","1.6","6.2","0.05","0.55","0.03","0.004","0.03","130","8.2","<1","1.3","8.4","30","32.7"
"Mirs Bay","MM2","2015-09-24","1","Middle Water","1.7","5.3","0.06","0.57","0.026","0.004","0.03","101","6.4","<1","1.6","8.3","29.2","33.2"
"Mirs Bay","MM2","2015-09-24","1","Bottom Water","1.1","2.5","0.06","0.52","0.037","0.004","0.04","77","4.9","2","2.1","8.2","29","33.3"
"Mirs Bay","MM2","2015-10-26","1","Surface Water","0.7","4.2","0.04","0.3","0.033","0.007","0.04","67","4.4","<1","3.3","8","27","32.8"
"Mirs Bay","MM2","2015-10-26","1","Middle Water","0.7","10","0.03","0.36","0.073","0.008","0.09","92","6.1","<1","3.6","8","27","32.8"
"Mirs Bay","MM2","2015-10-26","1","Bottom Water","0.8","4","0.05","0.31","0.037","0.005","0.04","87","5.8","1","5","8","27","32.9"
"Mirs Bay","MM2","2015-11-23","1","Surface Water","0.9","0.7","0.09","0.26","0.03","0.006","0.06","104","6.9","<1","0.4","8.2","26.5","32.9"
"Mirs Bay","MM2","2015-11-23","1","Middle Water","2.8","1.2","0.07","0.27","0.025","0.007","0.05","102","6.8","<1","0.6","8.2","26.3","33"
"Mirs Bay","MM2","2015-11-23","1","Bottom Water","1","9","0.08","0.43","0.054","0.008","0.1","98","6.6","<1","2.4","8.2","26.1","33"
"Mirs Bay","MM2","2015-12-16","1","Surface Water","0.5","3.6","0.06","0.4","0.032","0.006","0.08","79","5.8","<1","1.2","8.3","20.7","33"
"Mirs Bay","MM2","2015-12-16","1","Middle Water","0.6","20","0.05","0.72","0.026","0.006","0.07","97","7.1","1","0.9","8.3","20.9","33.1"
"Mirs Bay","MM2","2015-12-16","1","Bottom Water","0.6","20","0.13","0.65","0.033","0.006","0.07","98","7.2","2","1.2","8.3","20.9","33.1"
"Mirs Bay","MM2","2016-01-15","1","Surface Water","2.2","15","<0.02","0.66","0.046","0.005","0.06","111","8.5","<1","1.2","8","19.1","31.6"
"Mirs Bay","MM2","2016-01-15","1","Middle Water","1.9","18","0.02","0.79","0.045","0.005","0.06","110","8.4","<1","1.1","8","19.2","31.6"
"Mirs Bay","MM2","2016-01-15","1","Bottom Water","1.3","17","<0.02","0.18","0.047","0.005","0.06","108","8.3","<1","1.1","8","19.2","31.7"
"Mirs Bay","MM2","2016-02-26","1","Surface Water","0.5","<0.5","0.09","0.43","0.044","0.004","0.05","166","13.6","<1","1.7","8.4","15.7","30.6"
"Mirs Bay","MM2","2016-02-26","1","Middle Water","2.1","2.4","0.04","0.5","0.064","0.005","0.09","120","10","2","0.6","8.3","15.4","30.7"
"Mirs Bay","MM2","2016-02-26","1","Bottom Water","0.9","0.5","0.03","0.37","0.053","0.005","0.09","115","9.5","1","0.5","8.2","15.3","30.7"
"Mirs Bay","MM2","2016-03-17","1","Surface Water","3.8","3.3","0.04","0.83","0.075","0.008","0.1","92","7.5","3","1.4","8.3","16.3","31.3"
"Mirs Bay","MM2","2016-03-17","1","Middle Water","0.7","4","0.02","0.52","0.065","0.006","0.1","74","6","3","1.7","8.2","16.3","31.3"
"Mirs Bay","MM2","2016-03-17","1","Bottom Water","0.6","4.6","0.03","0.55","0.093","0.006","0.14","66","5.3","1","2.8","8.2","16.3","31.3"
"Mirs Bay","MM2","2016-04-15","1","Surface Water","1.1","1.1","0.03","0.5","0.14","0.003","0.21","84","6.3","24","1","8","20.8","29.3"
"Mirs Bay","MM2","2016-04-15","1","Middle Water","0.8","1","0.02","0.43","0.074","0.003","0.1","89","6.7","10","0.3","8","19.9","31.3"
"Mirs Bay","MM2","2016-04-15","1","Bottom Water","0.6","0.9","0.02","0.34","0.073","0.004","0.09","68","5.2","11","0.6","7.9","19.1","31.6"
"Mirs Bay","MM2","2016-05-18","1","Surface Water","1.6","1.4","<0.02","0.46","0.048","<0.002","0.06","83","5.7","<1","1.2","7.7","25.3","30.8"
"Mirs Bay","MM2","2016-05-18","1","Middle Water","2","1","<0.02","0.78","0.055","<0.002","0.06","82","5.6","<1","0.9","7.7","25.1","31"
"Mirs Bay","MM2","2016-05-18","1","Bottom Water","1.1","2","0.02","0.55","0.053","0.003","0.08","75","5.2","1","1.4","7.6","24.6","31.5"
"Mirs Bay","MM2","2016-06-15","1","Surface Water","1.5","19","0.05","0.4","0.021","<0.002","0.03","112","7.3","2","1.6","8.2","28.1","31.3"
"Mirs Bay","MM2","2016-06-15","1","Middle Water","1.2","20","0.03","0.55","0.043","0.006","0.09","84","5.5","53","1.9","8.2","28.1","31.3"
"Mirs Bay","MM2","2016-06-15","1","Bottom Water","0.3","11","0.05","0.5","0.031","0.012","0.1","81","5.4","8","2.3","8","26.6","32.7"
"Mirs Bay","MM2","2016-07-11","1","Surface Water","1.7","2.3","0.04","0.2","0.009","<0.002","0.03","104","6.7","<1","1.7","7.8","30.3","27.9"
"Mirs Bay","MM2","2016-07-11","1","Middle Water","0.5","1.6","0.03","1.06","0.044","0.007","0.12","98","6.5","13","0.8","7.5","28.2","30.2"
"Mirs Bay","MM2","2016-07-11","1","Bottom Water","0.9","2.8","0.05","0.9","0.029","0.019","0.16","30","2.1","7","1.5","7.3","25.6","32.4"
"Mirs Bay","MM2","2016-08-15","1","Surface Water","1.6","23","0.03","0.66","0.029","0.002","0.04","114","7.4","580","3.1","8.1","28.4","31.8"
"Mirs Bay","MM2","2016-08-15","1","Middle Water","0.6","20","0.02","0.48","0.028","0.005","0.04","91","6","15","2.6","8","27.9","32.4"
"Mirs Bay","MM2","2016-08-15","1","Bottom Water","0.9","16","0.02","0.4","0.038","0.006","0.05","90","6","1","3.3","7.9","26.6","33.3"
"Mirs Bay","MM2","2016-09-14","1","Surface Water","2.3","20","0.05","0.17","0.012","<0.002","0.02","97","6.2","<1","17.7","8.1","30","30.9"
"Mirs Bay","MM2","2016-09-14","1","Middle Water","1.6","13","0.02","0.43","0.009","<0.002","0.01","121","7.8","<1","0.9","8","29.3","31.4"
"Mirs Bay","MM2","2016-09-14","1","Bottom Water","1","21","0.04","0.36","0.023","0.014","0.08","70","4.6","<1","1.2","7.7","27.7","32.3"
"Mirs Bay","MM2","2016-10-26","1","Surface Water","1.4","<0.5","0.03","0.2","0.026","0.005","0.04","102","6.7","1","2.5","8.2","28.2","30"
"Mirs Bay","MM2","2016-10-26","1","Middle Water","1.3","2","0.05","0.21","0.017","0.006","0.04","91","6","1","2.4","8.2","28","30.3"
"Mirs Bay","MM2","2016-10-26","1","Bottom Water","1.2","1","0.03","0.42","0.028","0.011","0.11","103","6.8","<1","2.8","8.1","27.3","30.9"
"Mirs Bay","MM2","2016-11-09","1","Surface Water","0.9","9.2","<0.02","0.57","0.03","0.003","0.06","91","6.3","<1","7.8","7.7","24.8","31.1"
"Mirs Bay","MM2","2016-11-09","1","Middle Water","0.8","9.7","0.03","0.4","0.032","0.003","0.07","86","5.9","<1","1.8","7.7","25.8","31.1"
"Mirs Bay","MM2","2016-11-09","1","Bottom Water","0.5","13","0.02","0.21","0.036","0.004","0.08","95","6.5","<1","2.2","7.7","25.9","31.1"
"Mirs Bay","MM2","2016-12-08","1","Surface Water","0.2","3.6","0.02","0.42","0.016","0.007","0.1","91","6.6","<1","2.5","8.2","22.2","30.9"
"Mirs Bay","MM2","2016-12-08","1","Middle Water","0.3","4.5","<0.02","0.34","0.032","0.008","0.12","92","6.7","<1","2.4","8.2","21.9","30.9"
"Mirs Bay","MM2","2016-12-08","1","Bottom Water","0.4","4.4","<0.02","0.67","0.032","0.008","0.12","92","6.7","<1","2.8","8.2","21.9","30.9"
"Mirs Bay","MM2","2017-01-19","1","Surface Water","0.5","1.9","0.02","0.5","0.063","0.002","0.12","85","6.4","<1","4.8","8.2","20.5","30.6"
"Mirs Bay","MM2","2017-01-19","1","Middle Water","0.4","2.6","0.07","0.31","0.074","0.004","0.12","87","6.6","<1","1.5","8.2","19.8","30.7"
"Mirs Bay","MM2","2017-01-19","1","Bottom Water","0.2","1.9","0.04","0.25","0.072","0.009","0.11","87","6.6","2","1.1","8.2","19.6","30.8"
"Mirs Bay","MM2","2017-02-08","1","Surface Water","0.8","10","0.02","1.01","0.031","0.003","0.04","101","7.8","<1","2.2","8.2","19.4","30.9"
"Mirs Bay","MM2","2017-02-08","1","Middle Water","0.8","9.1","0.03","0.86","0.042","0.004","0.05","101","7.8","<1","1.9","8.2","19.3","30.9"
"Mirs Bay","MM2","2017-02-08","1","Bottom Water","0.7","10","<0.02","0.19","0.036","0.004","0.04","99","7.6","<1","2.1","8.1","19.3","30.9"
"Mirs Bay","MM2","2017-03-16","1","Surface Water","1.2","7.2","<0.02","0.54","0.075","0.002","0.14","83","6.5","<1","0.5","8","17.9","31.5"
"Mirs Bay","MM2","2017-03-16","1","Middle Water","1","8.6","0.02","0.5","0.08","0.008","0.15","86","6.7","<1","0.5","8","17.9","31.5"
"Mirs Bay","MM2","2017-03-16","1","Bottom Water","0.7","7.6","<0.02","0.36","0.083","0.008","0.15","85","6.6","<1","0.9","8","17.9","31.6"
"Mirs Bay","MM2","2017-04-24","1","Surface Water","3.9","10","0.06","0.48","0.041","0.004","0.05","91","6.5","<1","4.8","8.1","22.8","32.7"
"Mirs Bay","MM2","2017-04-24","1","Middle Water","0.5","10","0.03","0.38","0.066","0.004","0.07","72","5.1","4","0.4","8","22.2","33.1"
"Mirs Bay","MM2","2017-04-24","1","Bottom Water","0.5","9.5","0.03","0.21","0.03","0.004","0.03","60","4.4","4","1","8","22","33.4"
"Mirs Bay","MM2","2017-05-26","1","Surface Water","2.5","9.4","0.04","0.63","0.045","0.002","0.1","108","7.4","9","1.6","8.3","25.7","30.6"
"Mirs Bay","MM2","2017-05-26","1","Middle Water","1","7","<0.02","0.39","0.067","0.004","0.09","115","7.8","10","0.9","8.2","25.9","32.1"
"Mirs Bay","MM2","2017-05-26","1","Bottom Water","0.9","8","0.04","0.66","0.075","0.006","0.1","82","5.6","13","1","8.1","25.8","32.4"
"Mirs Bay","MM2","2017-06-15","1","Surface Water","1.7","0.8","0.12","0.17","0.064","0.004","0.14","83","5.5","22","2.7","8.1","29","27.7"
"Mirs Bay","MM2","2017-06-15","1","Middle Water","1.2","1.9","<0.02","0.64","0.033","0.003","0.05","90","5.8","180","1.1","8.1","29","31.4"
"Mirs Bay","MM2","2017-06-15","1","Bottom Water","1.2","2.2","<0.02","0.38","0.047","0.006","0.07","80","5.1","72","1","8","29.4","32"
"Mirs Bay","MM2","2017-07-14","1","Surface Water","1.8","1.2","0.04","0.21","0.017","0.002","0.12","117","7.6","<1","0.6","8.2","30.4","26.9"
"Mirs Bay","MM2","2017-07-14","1","Middle Water","1.7","1.4","0.04","0.23","0.037","0.004","0.13","117","7.6","<1","0.6","8.2","29.9","27.4"
"Mirs Bay","MM2","2017-07-14","1","Bottom Water","1.5","1.8","<0.02","0.27","0.058","0.006","0.15","74","4.9","<1","1.2","8","27.1","30.3"
"Mirs Bay","MM2","2017-08-25","1","Surface Water","2.1","10","0.06","0.57","0.008","0.006","0.01","95","6.1","<1","0.3","8.4","28.8","32.9"
"Mirs Bay","MM2","2017-08-25","1","Middle Water","0.9","9.8","0.05","0.37","0.017","0.012","0.02","80","5.3","4","0.5","8.2","26.6","33.5"
"Mirs Bay","MM2","2017-08-25","1","Bottom Water","0.6","10","0.23","0.45","0.048","0.021","0.06","46","3.1","1","1.3","8.1","25.2","33.9"
"Mirs Bay","MM2","2017-09-21","1","Surface Water","1.6","7.9","<0.02","0.79","0.01","0.003","0.01","118","7.4","<1","0.8","8.1","31.4","30.3"
"Mirs Bay","MM2","2017-09-21","1","Middle Water","2","8.5","<0.02","1.2","0.011","0.004","0.02","120","7.6","6","0.8","8.1","30.3","30.5"
"Mirs Bay","MM2","2017-09-21","1","Bottom Water","1.2","9.3","<0.02","1.11","0.016","0.005","0.02","90","5.8","11","1.6","8","29.9","30.9"
"Mirs Bay","MM2","2017-10-25","1","Surface Water","1.2","2.2","<0.02","0.31","0.015","0.004","0.03","87","5.9","<1","2.6","7.9","26.6","31.9"
"Mirs Bay","MM2","2017-10-25","1","Middle Water","1.3","1.9","<0.02","0.33","0.012","0.003","0.04","101","6.8","<1","0.8","7.9","26.5","32.2"
"Mirs Bay","MM2","2017-10-25","1","Bottom Water","1","2.8","0.02","0.48","0.018","0.013","0.1","82","5.5","<1","1.5","7.9","26.4","32.4"
"Mirs Bay","MM2","2017-11-13","1","Surface Water","1.2","17","0.02","0.51","0.04","0.004","0.06","87","6","<1","1.6","7.8","24.8","32.6"
"Mirs Bay","MM2","2017-11-13","1","Middle Water","1.1","8.6","<0.02","0.62","0.036","0.006","0.06","91","6.3","<1","1.3","7.8","24.8","32.6"
"Mirs Bay","MM2","2017-11-13","1","Bottom Water","1","8.2","0.02","0.86","0.035","0.006","0.05","94","6.4","<1","1.4","7.8","24.8","32.6"
"Mirs Bay","MM2","2017-12-13","1","Surface Water","1.1","13","<0.02","0.2","0.025","0.009","0.07","92","6.8","1","5.3","7.9","20.6","33"
"Mirs Bay","MM2","2017-12-13","1","Middle Water","1.1","15","<0.02","0.19","0.026","0.01","0.08","92","6.8","1","2.4","7.9","20.6","33"
"Mirs Bay","MM2","2017-12-13","1","Bottom Water","0.9","18","0.03","0.23","0.025","0.01","0.08","93","6.9","<1","2.6","7.9","20.6","33"
"Mirs Bay","MM2","2018-01-22","1","Surface Water","2","5","<0.02","0.18","0.015","0.002","0.04","100","7.7","<1","1.7","8.1","18.9","32.2"
"Mirs Bay","MM2","2018-01-22","1","Middle Water","1.7","2.1","0.02","0.63","0.018","0.003","0.06","112","8.7","<1","0.2","8.1","17.9","32.4"
"Mirs Bay","MM2","2018-01-22","1","Bottom Water","1.3","2.8","<0.02","0.24","0.033","0.01","0.09","108","8.5","<1","0.2","8","17.5","32.4"
"Mirs Bay","MM2","2018-02-08","1","Surface Water","0.7","1.8","0.02","0.75","0.046","0.007","0.1","94","7.8","<1","1","7.8","15","32.2"
"Mirs Bay","MM2","2018-02-08","1","Middle Water","0.7","2.2","<0.02","0.58","0.048","0.006","0.1","94","7.9","<1","1.1","7.8","14.5","32.4"
"Mirs Bay","MM2","2018-02-08","1","Bottom Water","0.5","3.6","<0.02","0.71","0.043","0.003","0.09","93","7.8","1","1.2","7.7","14.4","32.4"
"Mirs Bay","MM2","2018-03-07","1","Surface Water","1.8","1.2","<0.02","0.5","0.028","<0.002","0.03","124","9.5","<1","0.8","7.8","19.2","32.4"
"Mirs Bay","MM2","2018-03-07","1","Middle Water","1.7","1.6","0.02","0.69","0.042","<0.002","0.05","124","9.5","<1","0.3","7.8","19.1","32.4"
"Mirs Bay","MM2","2018-03-07","1","Bottom Water","0.9","1.6","<0.02","0.43","0.035","<0.002","0.04","119","9.2","<1","0.4","7.7","18.8","32.4"
"Mirs Bay","MM2","2018-04-09","1","Surface Water","0.9","4.5","<0.02","0.69","0.02","0.004","0.03","84","6","<1","2.9","7.8","22.6","32.7"
"Mirs Bay","MM2","2018-04-09","1","Middle Water","0.7","7.1","<0.02","0.53","0.024","0.004","0.03","93","6.7","<1","0.2","7.8","21.9","32.7"
"Mirs Bay","MM2","2018-04-09","1","Bottom Water","0.6","8.2","<0.02","0.48","0.042","0.006","0.05","85","6.2","<1","0.5","7.7","21.6","32.8"
"Mirs Bay","MM2","2018-05-11","1","Surface Water","0.5","10","0.02","0.19","0.042","0.004","0.05","89","6.1","1","0.7","7.8","25","33"
"Mirs Bay","MM2","2018-05-11","1","Middle Water","0.4","10","<0.02","0.15","0.033","0.004","0.04","87","6","3","1.3","7.8","25","33.2"
"Mirs Bay","MM2","2018-05-11","1","Bottom Water","0.3","14","<0.02","0.28","0.027","0.002","0.03","89","6.1","3","2.1","7.8","24.9","33.3"
"Mirs Bay","MM2","2018-06-20","1","Surface Water","1.4","2.3","<0.02","0.7","0.022","0.004","0.03","109","7","<1","0.7","7.8","29.7","30.3"
"Mirs Bay","MM2","2018-06-20","1","Middle Water","0.8","2.8","<0.02","0.75","0.033","<0.002","0.05","102","6.6","2","1.1","7.7","28.9","30.9"
"Mirs Bay","MM2","2018-06-20","1","Bottom Water","0.9","11","<0.02","0.4","0.04","0.005","0.06","89","5.8","6","1.4","7.7","28.7","31.1"
"Mirs Bay","MM2","2018-07-20","1","Surface Water","0.7","6","<0.02","0.14","0.024","0.004","0.04","96","6.2","<1","2.8","7.9","29.3","30.2"
"Mirs Bay","MM2","2018-07-20","1","Middle Water","0.3","5.4","<0.02","0.18","0.031","0.004","0.04","96","6.2","<1","2.5","7.9","28.9","30.4"
"Mirs Bay","MM2","2018-07-20","1","Bottom Water","0.2","5.8","<0.02","0.66","0.035","0.004","0.05","88","5.7","<1","2.6","7.9","28.8","30.6"
"Mirs Bay","MM2","2018-08-10","1","Surface Water","1.1","9.5","<0.02","0.8","<0.005","0.005","<0.01","77","4.9","<1","0.8","8","30.2","31.6"
"Mirs Bay","MM2","2018-08-10","1","Middle Water","1.4","11","<0.02","0.13","0.01","0.005","0.01","100","6.3","<1","0.7","8","30.2","31.7"
"Mirs Bay","MM2","2018-08-10","1","Bottom Water","0.9","11","<0.02","0.09","0.015","0.006","0.02","104","6.5","<1","0.9","8","30.4","32.1"
"Mirs Bay","MM2","2018-09-27","1","Surface Water","1.1","7.3","<0.02","0.39","0.008","0.005","0.01","95","6.2","<1","0.5","8.1","29","29.5"
"Mirs Bay","MM2","2018-09-27","1","Middle Water","0.6","6.2","<0.02","0.32","0.022","0.006","0.03","99","6.5","1","0.4","8.1","28.9","30.3"
"Mirs Bay","MM2","2018-09-27","1","Bottom Water","0.7","1.6","<0.02","0.27","0.015","0.008","0.05","82","5.4","1","0.7","8","28","31.1"
"Mirs Bay","MM2","2018-10-24","1","Surface Water","1","2.2","<0.02","0.42","0.037","0.008","0.08","74","5","<1","0.9","8","26.2","32"
"Mirs Bay","MM2","2018-10-24","1","Middle Water","0.5","1.8","0.02","0.37","0.014","0.014","0.15","86","5.8","<1","0.8","7.9","26.1","32.1"
"Mirs Bay","MM2","2018-10-24","1","Bottom Water","0.3","2.2","<0.02","0.36","0.015","0.014","0.15","74","5","<1","1.5","7.9","26.1","32.1"
"Mirs Bay","MM2","2018-11-16","1","Surface Water","0.9","7.9","<0.02","0.25","0.017","0.006","0.02","55","3.8","3","1.1","7.9","24.9","32.5"
"Mirs Bay","MM2","2018-11-16","1","Middle Water","0.7","7.4","<0.02","0.17","0.018","0.008","0.02","93","6.4","<1","1.1","7.9","24.7","32.6"
"Mirs Bay","MM2","2018-11-16","1","Bottom Water","0.4","8.6","<0.02","1.11","0.017","0.006","0.02","89","6.2","<1","1.3","7.9","24.8","32.7"
"Mirs Bay","MM2","2018-12-13","1","Surface Water","0.4","9.2","<0.02","0.13","0.05","0.008","0.08","83","6.1","1","2","7.8","21.2","32.8"
"Mirs Bay","MM2","2018-12-13","1","Middle Water","0.6","9","<0.02","0.18","0.032","0.009","0.07","86","6.3","2","1.8","7.8","21.3","32.8"
"Mirs Bay","MM2","2018-12-13","1","Bottom Water","0.5","9.1","0.02","0.22","0.024","0.008","0.05","87","6.4","2","1.7","7.8","21.1","32.8"
"Mirs Bay","MM2","2019-01-21","1","Surface Water","0.8","3.1","0.03","0.31","<0.005","0.011","0.11","99","7.6","<1","0.8","7.9","18.8","32.2"
"Mirs Bay","MM2","2019-01-21","1","Middle Water","1.2","2.5","0.03","0.28","0.014","0.011","0.11","104","8","<1","1","7.9","18.7","32.2"
"Mirs Bay","MM2","2019-01-21","1","Bottom Water","0.8","2.5","0.02","0.23","0.014","0.01","0.1","102","7.8","<1","1","7.9","18.9","32.4"
"Mirs Bay","MM2","2019-02-18","1","Surface Water","0.9","6.9","0.03","0.32","0.038","<0.002","0.05","94","7.1","<1","1","8","19.8","31.9"
"Mirs Bay","MM2","2019-02-18","1","Middle Water","0.9","9.1","<0.02","0.33","0.035","<0.002","0.05","95","7.2","1","1.2","8","19.9","31.9"
"Mirs Bay","MM2","2019-02-18","1","Bottom Water","0.7","9.9","0.03","0.45","0.021","<0.002","0.04","97","7.3","4","1","8","19.8","32"
"Mirs Bay","MM2","2019-03-13","1","Surface Water","0.3","1.6","<0.02","0.2","0.055","0.009","0.08","91","6.8","<1","0.6","8.2","20.6","31.6"
"Mirs Bay","MM2","2019-03-13","1","Middle Water","0.1","2.3","<0.02","0.27","0.081","0.01","0.11","75","5.7","<1","1.9","8.1","19.9","31.9"
"Mirs Bay","MM2","2019-03-13","1","Bottom Water","<0.1","4.5","<0.02","0.24","0.066","0.01","0.09","78","5.9","2","2.7","8.1","19.7","32.2"
"Mirs Bay","MM2","2019-04-12","1","Surface Water","0.7","9.9","<0.02","0.22","0.024","0.009","0.03","95","6.6","2","0.4","8.2","24.3","32.4"
"Mirs Bay","MM2","2019-04-12","1","Middle Water","0.6","8.8","0.02","0.16","0.021","0.012","0.03","98","6.8","2","0.5","8.2","24.4","32.7"
"Mirs Bay","MM2","2019-04-12","1","Bottom Water","0.2","10","0.02","0.21","0.018","0.012","0.02","89","6.3","2","0.6","8.2","23.6","33.1"
"Mirs Bay","MM2","2019-05-22","1","Surface Water","0.7","1.9","<0.02","0.19","0.007","0.004","0.01","93","6.2","<1","0.4","8.2","26.9","32.2"
"Mirs Bay","MM2","2019-05-22","1","Middle Water","0.7","1.3","<0.02","0.28","0.01","0.004","0.02","100","6.7","1","0.6","8.2","26.4","32.3"
"Mirs Bay","MM2","2019-05-22","1","Bottom Water","0.6","2.4","0.02","0.36","0.036","0.006","0.06","75","5.1","<1","2.3","8.1","25.4","32.7"
"Mirs Bay","MM2","2019-06-27","1","Surface Water","0.7","0.9","<0.02","0.27","0.01","<0.002","0.01","93","6","11","0.6","7.8","29.4","30.3"
"Mirs Bay","MM2","2019-06-27","1","Middle Water","1","1.6","<0.02","0.4","0.014","<0.002","0.02","86","5.6","4","0.8","7.8","28.2","31.1"
"Mirs Bay","MM2","2019-06-27","1","Bottom Water","1.1","2.5","0.02","0.32","0.022","<0.002","0.08","45","3","6","1.2","7.6","26.3","33"
"Mirs Bay","MM2","2019-07-18","1","Surface Water","1","7.2","<0.02","0.37","0.014","<0.002","0.02","84","5.3","<1","0.9","8.3","30.6","31.4"
"Mirs Bay","MM2","2019-07-18","1","Middle Water","0.6","9.1","0.03","0.17","0.023","0.013","0.1","90","6","<1","1.5","8.2","26","33.6"
"Mirs Bay","MM2","2019-07-18","1","Bottom Water","0.2","6.8","0.03","0.32","0.018","0.019","0.14","30","2.1","1","1.5","8","24","34.2"
"Mirs Bay","MM2","2019-08-14","1","Surface Water","0.7","6.2","<0.02","0.16","0.024","<0.002","0.04","92","5.9","<1","0.7","8.2","29.2","31.4"
"Mirs Bay","MM2","2019-08-14","1","Middle Water","0.7","6.8","0.04","0.21","0.081","0.015","0.15","55","3.6","<1","2.5","8.1","27.5","32.5"
"Mirs Bay","MM2","2019-08-14","1","Bottom Water","0.4","9","0.03","0.35","0.038","<0.002","0.07","59","3.9","<1","3.3","8.1","27.2","33.4"
"Mirs Bay","MM2","2019-09-18","1","Surface Water","1.5","6.3","<0.02","0.69","0.017","<0.002","0.02","105","6.6","10","0.6","8.4","31.3","30.3"
"Mirs Bay","MM2","2019-09-18","1","Middle Water","1.3","7.4","<0.02","0.55","0.022","<0.002","0.03","95","6","1","0.8","8.3","30.7","30.9"
"Mirs Bay","MM2","2019-09-18","1","Bottom Water","0.6","7.6","0.04","0.51","0.013","0.015","0.15","41","2.6","<1","1.6","8.1","29.6","31.5"
"Mirs Bay","MM2","2019-10-10","1","Surface Water","1","7.8","0.02","0.26","<0.005","<0.002","<0.01","87","5.6","<1","2","8","29.7","32.1"
"Mirs Bay","MM2","2019-10-10","1","Middle Water","1.2","7.4","0.03","0.48","0.013","0.007","0.02","82","5.3","<1","2.4","8","29.3","32.2"
"Mirs Bay","MM2","2019-10-10","1","Bottom Water","1.1","8.2","0.03","0.23","0.014","0.011","0.02","92","5.9","<1","3","8","29.2","32.2"
"Mirs Bay","MM2","2019-11-15","1","Surface Water","0.4","8.4","0.03","0.16","0.038","0.005","0.05","95","6.4","<1","2.3","8","25.4","32.8"
"Mirs Bay","MM2","2019-11-15","1","Middle Water","0.5","8.6","0.03","0.16","0.056","0.006","0.07","91","6.2","<1","2.8","8","25.1","32.8"
"Mirs Bay","MM2","2019-11-15","1","Bottom Water","0.2","12","0.03","0.18","0.061","0.007","0.08","89","6.1","<1","3.1","7.9","25","32.8"
"Mirs Bay","MM2","2019-12-12","1","Surface Water","0.7","3.2","<0.02","0.77","0.011","0.008","0.02","96","7.2","1","4.1","8.2","20","33.3"
